institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-175,Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mahardika-cirebon,Rp5.850.000 per semester,866,50,"{""website"": ""mahardika.ac.id"", ""email"": ""akademik@mahardika.ac.id"", ""phone"": ""0231-488123""}","Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon didirikan oleh Yayasan Pengembangan Ilmu Mahardika (YPIM) pada tanggal 14 Agustus 2002. Berdirinya kampus ini sesuai dengan dinamika laju pertumbuhan dan perkembangan sebuah daerah, serta kebutuhan nyata akan peningkatan Indeks Pembangunan Manusia (IPM) yang ditekankan pada tiga domain, yaitu pendidikan, kesehatan dan ekonomi.",{}
quipper-176,Politeknik Sahid,Politeknik Swasta,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-sahid,​Rp6.925.000 - Rp22.550.000 per semester,1953,66,"{""website"": ""www.polteksahid.ac.id"", ""email"": ""info@polteksahid.ac.id"", ""phone"": ""021-7402329, 7402339""}","Politeknik Sahid didirikan pada tahun 1983 di bawah Yayasan Kesejahteraan, Pendidikan, dan Sosial Sahid Jaya. FYI, yayasan tersebut merupakan salah satu pelopor pendidikan pariwisata di Indonesia. Awalnya, politeknik ini bernama Akademi Perhotelan dan Pariwisata Sahid, tetapi pada tahun 2000 berubah menjadi Institut Pariwisata Sahid, kemudian berubah bentuk menjadi Politeknik Sahid pada tahun 2019.",{}
quipper-177,Universitas Kristen Duta Wacana,Universitas Swasta,https://campus.quipper.com/directory/universitas-kristen-duta-wacana,Rp8.000.000 per semester,4420,153,"{""website"": ""www.ukdw.ac.id"", ""email"": ""humas@staff.ukdw.ac.id"", ""phone"": ""0274-563929""}","Berawal dari Sekolah Tinggi Theologia Duta Wacana, saat ini Universitas Kristen Duta Wacana (UKDW) menjadi kampus swasta terkemuka di Yogyakarta. Kualitasnya dibuktikan lewat akreditasi A dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) berdasarkan Surat Keputusan (SK) Nomor 3290/SK/BAN-PT/Akred/PT/IX/2017. UKDW juga termasuk perguruan tinggi protestan terbaik seluruh dunia pada posisi ke-61 berdasarkan daftar Top Protestant Universities in the World dari University Ranking (UniRank) 2022, keren banget ya Quipperian!",{}
quipper-178,Sekolah Tinggi Ilmu Kesehatan RS Husada,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-husada,Rp9.000.000 per semester,533,28,"{""website"": ""www.stikesrshusada.ac.id"", ""email"": ""admission@stikesrshusada.ac.id"", ""phone"": ""021-6259984""}","Sekolah Tinggi Ilmu Kesehatan RS Husada merupakan institusi pendidikan yang telah berdiri dan menyelenggarakan pendidikan keperawatan sejak tahun 1943 di bawah Perkumpulan Husada. Di tahun 1989, kampus ini berganti nama menjadi Akademi Keperawatan Husada. Setelah 30 tahun menjalankan program pendidikan keperawatan dalam bentuk akademi, kampus ini resmi bertransformasi menjadi Sekolah Tinggi Ilmu Kesehatan di tahun 2019 dengan menambahkan program studi baru, yakni Administrasi Kesehatan.",{}
quipper-179,Universitas Jayabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-jayabaya,Rp10.175.000 - Rp10.775.000 per semester.,4407,192,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""021-4700892""}","Universitas Jayabaya adalah salah satu universitas swasta tertua di Indonesia, tepatnya didirikan pada tahun 1958 oleh Yayasan Jayabaya. Selama lebih dari 50 tahun kiprahnya dalam dunia pendidikan tinggi di Indonesia, Universitas Jayabaya telah menghasilkan lebih dari 58.500 orang lulusan berkualitas. Quipperian tertarik menjadi mahasiswa Universitas Jayabaya? Baca lebih lanjut ya.",{}
quipper-180,Politeknik Pembangunan Pertanian Gowa,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-pembangunan-pertanian-gowa,Gratis,1589,38,"{""website"": ""www.polbangtan-gowa.ac.id"", ""email"": ""polbangtangowa@pertanian.go.id, info@polbangtan-gowa.ac.id"", ""phone"": ""(0411) 821 0117""}","Politeknik Pembangunan Pertanian (Polbangtan) Gowa merupakan perguruan tinggi di lingkungan Kementerian Pertanian yang menyelenggarakan pendidikan tinggi program vokasi dengan metode teaching factory dalam berbagai rumpun ilmu terapan yang bertujuan untuk mendukung pembangunan pertanian. Saat ini, Polbangtan Gowa menyediakan empat program studi yaitu D3 Budidaya Tanaman Hortikultura, D3 Budidaya Ternak, D4 Penyuluhan Pertanian Berkelanjutan, serta D4 Penyuluhan Peternakan dan Kesejahteraan Hewan. Jika Quipperian sangat tertarik di bidang pertanian atau peternakan, kampus ini dapat menjadi pilihan yang tepat bagi kalian!",{}
quipper-181,STIKes Panti Waluya Malang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-panti-waluya-malang,Rp5.800.000 - Rp8.050.000 per semester,246,29,"{""website"": ""www.stikespantiwaluya.ac.id"", ""email"": ""admin@stikespantiwaluya.ac.id"", ""phone"": ""0341-369003""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Panti Waluya Malang dinaungi oleh Yayasan Pendidikan Misericordia. Kampus ini mengalami beberapa kali perubahan bentuk mulai dari Djuru Kesehatan (1955), Sekolah Perawat Kesehatan (1980), Akademi Perawat Panti Waluya Malang (1997), dan pada tahun 2018 menjadi STIKes Panti Waluya Malang.",{}
quipper-182,Universitas Hayam Wuruk Perbanas,Universitas Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-perbanas-surabaya,Rp7.300.000-Rp10.500.000 per semester,1842,108,"{""website"": ""www.perbanas.ac.id"", ""email"": ""humas@hayamwuruk.ac.id"", ""phone"": ""031-5947151, 031-5947152""}","Tahukah Quipperian kalau Universitas Hayam Wuruk (UHW) Perbanas merupakan bentuk pengembangan dari Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya? Setelah menyelenggarakan pendidikan ekonomi selama 36 tahun sejak 1985, STIE Perbanas Surabaya resmi bertransformasi menjadi Universitas Hayam Wuruk Perbanas di tahun 2021. Setelah berubah menjadi universitas, kampus ini mulai menambahkan program studi di luar bidang ekonomi, seperti Informatika, Sistem Informasi, dan Desain Komunikasi Visual.",{}
quipper-183,Institut Agama Islam Negeri (IAIN) Jember,Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-jember,Rp400.000 - Rp3.000.000 per semester,3510,255,"{""website"": ""iain-jember.ac.id"", ""email"": ""info@iain-jember.ac.id"", ""phone"": ""0331-487550""}","Institut Agama Islam Negeri (IAIN) Jember merupakan salah satu Perguruan Tinggi Keagamaan Islam Negeri (PTIN) pertama dan terkemuka di wilayah Tapal Kuda. Berbagai sarana dan prasarana pendidikan, Mahad, dan gedung dosen yang megah telah diresmikan oleh Menteri Agama Republik Indonesia pada awal tahun 2017. Saat ini IAIN Jember memiliki 5 fakultas dan 35 program studi.",{}
quipper-184,Institut Teknologi Nasional Malang,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-nasional-malang,Rp5.000.000-Rp11.325.000 per semester,5212,201,"{""website"": ""www.itn.ac.id"", ""email"": ""pmb.itn@scholar.itn.ac.id"", ""phone"": ""0341-551431, 0341-417636""}","Institut Teknologi Nasional Malang bermula dari Akademi Teknik Nasional (ATN) Malang yang didirikan oleh Yayasan Pendidikan Umum dan Teknologi Nasional (YPUTN) Malang di tahun 1969. Berdasarkan keputusan Menteri Pendidikan dan Kebudayaan No. 0104/0/1983 yang diterima pada tahun 1983, akademi tersebut kemudian dikembangkan menjadi Institut Teknologi Nasional Malang yang terdiri dari 2 fakultas yaitu Fakultas Teknologi Industri (FTI) dan Fakultas Teknik Sipil dan Perencanaan (FTSP).",{}
quipper-185,Universitas Ma Chung,Universitas Swasta,https://campus.quipper.com/directory/universitas-ma-chung,Rp7.650.000-Rp12.000.000 per semester,1706,83,"{""website"": ""www.machung.ac.id"", ""email"": ""info@machung.ac.id"", ""phone"": ""0341-550171""}","Ide pendirian Universitas Ma Chung dicetuskan pada saat pelaksanaan Reuni Akbar peringatan hari ulang tahun ke-55 sekolah Ma Chung pada September 2001 di kota Xiamen, China, yang dilandasi oleh warisan semangat Ma Chung: rukun, bersatu, mengabdi kepada masyarakat, serta mewujudkan dedikasi kepada dunia pendidikan Indonesia. Berselang hampir enam tahun kemudian tepatnya 7 Juli 2007, Universitas Ma Chung resmi beroperasi sebagai perguruan tinggi swasta di Malang.",{}
quipper-186,Institut Ilmu Kesehatan STRADA Indonesia,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-kesehatan-strada-indonesia,Rp3.000.000-Rp9.000.000 per semester,1341,116,"{""website"": ""https://iik-strada.ac.id/"", ""email"": ""official@iik-strada.ac.id"", ""phone"": ""08113500876""}","Kampus yang awalnya bernama STIkes Surya Mitra Husada ini mengalami perubahan bentuk menjadi Institut Ilmu Kesehatan (IIK) STRADA Indonesia di tahun 2019. IIK STRADA Indonesia berusaha mempersiapkan mahasiswa agar menjadi lulusan yang handal dan profesional di dunia kerja dengan menerapkan 4G: Good Competence, Good English, Good Personality and Mentality, Good Placement and Preparation.",{}
quipper-187,Universitas Trunojoyo,Universitas Negeri,https://campus.quipper.com/directory/universitas-trunojoyo,Rp2.000.000 kisaran per-semester,3425,447,"{""website"": ""www.trunojoyo.ac.id"", ""email"": ""humas@trunojoyo.ac.id"", ""phone"": ""031-3011146""}","Quipperian, kalian harus tahu bahwa Universitas Trunojoyo merupakan satu-satunya perguruan tinggi negeri yang dimiliki oleh masyarakat Pulau Madura. Sebagai perguruan tinggi negeri, Universitas Trunojoyo dilengkapi dengan berbagai macam fasilitas akademik. Perguruan tinggi ini juga berhasil mencetak alumni-alumni yang keren, lho! Bahkan ada yang berhasil mendapatkan beasiswa LPDP ke Amerika Serikat. Kamu tertarik mengikuti jejaknya? Simak informasi di bawah ini!",{}
quipper-188,Institut Teknologi Bandung (ITB),Institut Negeri,https://campus.quipper.com/directory/institut-teknologi-bandung,Rp10.000.000 kisaran per-semester,23848,1447,"{""website"": ""www.itb.ac.id"", ""email"": ""ppid@itb.ac.id"", ""phone"": ""022-2580935""}","Institut Teknologi Bandung merupakan kampus impian bagi hampir semua pelajar di Indonesia, terutama yang ingin melanjutkan pendidikan pada bidang teknik dan sains. Bagaimana tidak, kampus ini merupakan sekolah tinggi teknik pertama di Indonesia yang berdiri pada tahun 1920 dengan nama De Technische Hoogeschool te Bandung. Hingga saat ini, Institut Teknologi Bandung (ITB) telah berkontribusi dalam menyelenggarakan pendidikan tinggi di Indonesia selama lebih dari 100 tahun. Sekian lama berdiri, tentu sudah banyak prestasi yang diraih oleh ITB, yang terkini adalah capaian peringkat ke-235 dalam daftar ""Kampus Terbaik di Dunia"" versi Quacquarelli Symonds (QS) World University Rankings (WUR) 2023. Pencapaian tersebut tentunya nggak lepas dari kualitas pembelajaran serta lulusan ITB. Banyak banget lho tokoh-tokoh besar negeri ini yang merupakan alumni dari kampus ini!",{}
quipper-189,Universitas Islam Negeri Ar-Raniry Banda Aceh,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-ar-raniry-banda-aceh,Rp2.100.000 kisaran per-semester,26451,481,"{""website"": ""www.ar-raniry.ac.id"", ""email"": ""uin@ar-raniry.ac.id"", ""phone"": ""0651-7557321""}","Mau tahu kampus yang jadi Jantong Hate atau Jantung Hati masyarakat Aceh? Jawabannya, Universitas Islam Negeri (UIN) Ar-Raniry. Dulunya kampus ini bernama Institut Agama Islam Negeri Ar-Raniry dan hanya memiliki Fakultas Syariah serta Fakultas Tarbiyah.  Melalui Perpres no.64 tahun 2013, statusnya ditetapkan menjadi Universitas Islam Negeri. Kampus yang memiliki visi menjadi universitas yang unggul dalam pengembangan dan pengintegrasian ilmu keislaman, sains, teknologi dan seni, sekarang telah menyelenggarakan pendidikan pada tingkat tinggi selama setengah abad.",{}
quipper-190,Universitas Pembangunan Nasional Veteran Jakarta,Universitas Negeri,https://campus.quipper.com/directory/universitas-pembangunan-nasional-veteran-jakarta,Rp5.500.000 kisaran per-semester,7421,643,"{""website"": ""www.upnvj.ac.id"", ""email"": ""upnvj@upnvj.ac.id"", ""phone"": ""021-7656971 / fax 021-7656904""}","Universitas Pembangunan Nasional Veteran Jakarta atau yang dikenal dengan UPN Veteran Jakarta ini memang baru sekitar 6 tahun beralih status menjadi Perguruan Tinggi Negeri. Namun, UPN Veteran Jakarta (UPNVJ) pada dasarnya sudah eksis sejak tahun 1977 lho! Dahulu, UPN Veteran Jakarta merupakan perguruan tinggi kedinasan yang operasionalnya berada di bawah Kementerian Pertahanan dan kemudian berafiliasi dengan yayasan terkait kementerian tersebut dan akhirnya menjadi sebuah PTN. Ada banyak banget keunggulan dari kampus Bela Negara ini yang bisa menjadi acuan kamu untuk melanjutkan pendidikan di bangku kuliah nanti.",{}
quipper-191,Politeknik Negeri Sambas,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-sambas,Rp2.400.000-Rp3.000.000 per semester,2004,109,"{""website"": ""www.poltesa.ac.id"", ""email"": ""info@poltesa.ac.id"", ""phone"": ""0562-6303123""}","Politeknik Negeri Sambas (Poltesa) mengimplementasikan sistem pembelajaran yang didominasi praktikum dan kerja praktik yang mengacu kepada Program Merdeka Belajar, sehingga lulusan dari politeknik ini sesuai dengan kebutuhan industri. Kurikulum yang diterapkan Poltesa pun disesuaikan dengan pengembangan ilmu dan teknologi serta kebutuhan pasar, sehingga memacu mahasiswa untuk lebih kreatif dan inovatif dalam menyesuaikan diri dengan industri. Agar lebih siap terjun ke dunia kerja, Poltesa turut membekali mahasiswa dengan sertifikat kompetensi hingga kesempatan mengikuti program magang dan pertukaran mahasiswa ke luar negeri lho. Semakin tertarik berkuliah di Poltesa? Cek profil lengkapnya, yuk!",{}
quipper-192,Politeknik Negeri Tanah Laut,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-tanah-laut,Rp500.000-Rp3.500.000 per semester,1431,73,"{""website"": ""www.politala.ac.id"", ""email"": ""mail@politala.ac.id"", ""phone"": ""0811552484, 082255887437""}","Politeknik Negeri Tanah Laut merupakan perguruan tinggi vokasi yang sudah beroperasi sejak tahun 2009. Sebelum berubah menjadi Perguruan Tinggi Negeri (PTN) di tahun 2014, kampus ini bernama Politeknik Industri Tanah Laut. Politeknik Negeri Tanah Laut memiliki slogan ""Politeknik PASTI"", yang berarti politeknik profesional, aplikatif, siap kerja, terampil, dan inovatif.",{}
quipper-193,Universitas Negeri Medan (Unimed),Universitas Negeri,https://campus.quipper.com/directory/universitas-negeri-medan,Rp3.000.000 kisaran per-semester,18773,941,"{""website"": ""www.unimed.ac.id"", ""email"": ""humas@unimed.ac.id"", ""phone"": ""061-6613365""}","Universitas Negeri Medan merupakan salah satu kampus negeri unggulan yang berada di Sumatera Utara. Hal ini dibuktikan dengan beberapa prestasi yang diraih oleh Unimed, baik secara institusional maupun perwakilan mahasiswa. Pada tahun 2021, Unimed mendapatkan penghargaan anugerah Diktiristek 2021 dalam kategori Layanan Terpadu (ULT) sebagai Terbaik III dan kategori Majalah Terbaik III pada Kegiatan Anugerah Diktiristek Tahun 2021 yang diselenggarakan oleh Ditjen Diktiristek Kemendikbud RI.",{}
quipper-194,Universitas Sulawesi Barat,Universitas Negeri,https://campus.quipper.com/directory/universitas-sulawesi-barat,Rp1.500.000 kisaran per-semester,3841,220,"{""website"": ""www.unsulbar.ac.id"", ""email"": ""info@unsulbar.ac.id"", ""phone"": ""0422-22559""}","Berdirinya Universitas Sulawesi Barat (Unsulbar) sejalan dengan keberadaan Sulawesi Barat sebagai propinsi yang terbentuk pada 22 September 2004. Tahun 2007, Unsulbar yang kala itu dikelola oleh Yayasan Pendidikan Indonesia Sulawesi Barat memperoleh izin operasional sebagai perguruan tinggi swasta. Lalu pada 2013, Unsulbar berubah status menjadi perguruan tinggi negeri dan senantiasa meningkatkan kualitas demi menjadi salah satu universitas negeri terdepan di Indonesia.",{}
quipper-195,Universitas 17 Agustus 1945 (Untag) Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-17-agustus-1945-surabaya,Rp900.000-Rp1.300.000 per bulan,14845,374,"{""website"": ""www.untag-sby.ac.id"", ""email"": ""humas@untag-sby.ac.id"", ""phone"": ""031-5931800""}","Universitas 17 Agustus 1945 (Untag) Surabaya berdiri pada tahun 1958 dengan nama Akademi Administrasi Negara dan Niaga (AANN) Surabaya. Lalu, pada tahun 1962, AANN digabung dengan Universitas 17 Agustus 1945 Jakarta menjadi Akademi Administrasi Negara dan Niaga Universitas 1945 Cabang Surabaya (AKADIANN). Dengan terbentuknya Yayasan Perguruan 17 Agustus 1945 Surabaya, pada tahun 1966, Untag Surabaya resmi memisahkan diri dan tidak lagi menjadi cabang dari Universitas 17 Agustus 1945 Jakarta. Saat ini, Untag Surabaya telah terakreditasi A oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dan menyediakan 7 fakultas dengan berbagai macam bidang keilmuan.",{}
quipper-196,Universitas Hasanuddin (Unhas),Universitas Negeri,https://campus.quipper.com/directory/universitas-hasanuddin,Rp2.500.000 kisaran per-semester,21909,1766,"{""website"": ""www.unhas.ac.id"", ""email"": ""info@unhas.ac.id"", ""phone"": ""0411-586200, 0811-7460411""}","Universitas Hasanuddin (Unhas) merupakan sebuah perguruan tinggi negeri di Makassar, Sulawesi Selatan, yang berdiri pada 10 September 1956. Perguruan tinggi ini semula merupakan pengembangan dari Fakultas Ekonomi Universitas Indonesia ketika Bung Hatta masih menjadi wakil presiden.",{}
quipper-197,Universitas Lampung (Unila),Universitas Negeri,https://campus.quipper.com/directory/universitas-lampung,Rp4.000.000 kisaran per-semester,25701,1162,"{""website"": ""www.unila.ac.id"", ""email"": ""humas@kpa.unila.ac.id"", ""phone"": ""0721-702673""}","Hai, Quipperian! Kali ini kita akan mengulas salah satu universitas negeri terbaik di pulau Sumatera, yaitu Universitas Lampung. Buktinya, kampus hijau ini telah banyak menoreh prestasi berupa penghargaan, baik dalam skala nasional maupun internasional, lho!",{}
quipper-198,Universitas Diponegoro (Undip),Universitas Negeri,https://campus.quipper.com/directory/universitas-diponegoro,Rp500.000 - Rp22.000.000 per semester,68431,1714,"{""website"": ""www.undip.ac.id"", ""email"": ""rektor@undip.ac.id, humas@live.undip.ac.id"", ""phone"": ""024-7460036, 024-7460011, 024-7460012""}","Universitas Diponegoro didirikan pada tahun 1957 dengan nama Universitas Semarang. Kemudian pada tahun 1960, Universitas Semarang resmi berganti nama menjadi Universitas Diponegoro (Undip). Undip merupakan salah satu kampus negeri unggulan yang memiliki sederet prestasi. Beberapa prestasi Undip di antaranya adalah mendapatkan peringkat ke-1 dalam acara Times Higher Education (THE) Asia Universities Summit 2022 pada kategori THE Datapoints Impact Award dan menempati peringkat ke-10 berdasarkan Top Universities in Indonesian 2023 oleh UniRank. Untuk mengetahui informasi lengkap kampus ini, cek profil berikut, yuk!",{}
quipper-199,Institut Agama Islam Negeri Surakarta,Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-surakarta,Rp3.000.000 kisaran per-semester,11366,225,"{""website"": ""www.iain-surakarta.ac.id"", ""email"": ""info@iain-surakarta.ac.id"", ""phone"": ""0271-781516""}","Quipperian, Institut Agama Islam Negeri Surakarta (IAIN Surakarta) ini awalnya bernama Sekolah Tinggi Agama Islam Negeri Surakarta (STAIN Surakarta), yang sudah berdiri sejak 30 Juni 1997. Seiring dengan perkembangannya, pada tanggal 3 Januari 2011, kampus ini bertransformasi menjadi Institut Agama Islam Negeri Surakarta (IAIN Surakarta).",{}
