pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
258,AKADEMI KEPERAWATAN KOSGORO MOJOKERTO,"Jl. Surodinawan No.15  Surodinawan  Prajurit Kulon, KOTA MOJOKERTO",JAWA TIMUR,"{""website"": ""http://akperkosgoro.ac.id/"", ""email"": ""akperkosgoro@yahoo.co.id"", ""phone"": ""0321 390331 / 0321 390331""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
259,UNIVERSITAS MUHAMMADIYAH KENDARI,"Jalan KH Ahmad Dahlan No 10, KOTA KENDARI",SULAWESI TENGGARA,"{""website"": ""umkendari.ac.id"", ""email"": ""pddikti@umkendari.ac.id"", ""phone"": ""+6282344434583 / 0401-3190710""}",20125000,250000,40000000,40250000,500000,80000000,SWASTA,-,-1,-1,-
260,UNIVERSITAS KATOLIK PARAHYANGAN,"Jalan Ciumbuleuit No 94, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.unpar.ac.id"", ""email"": ""rektorat@unpar.ac.id"", ""phone"": ""022-2032655 Pst. 110 / 022-2031110""}",2625000,2100000,3150000,5250000,4200000,6300000,SWASTA,-,-1,-1,-
261,INSTITUT TEKNOLOGI CALVIN,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""calvin.ac.id"", ""email"": ""-"", ""phone"": ""+62 812-1272-1250""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
262,SEKOLAH TINGGI ILMU KESEHATAN DARMO,KOTA MEDAN,SUMATERA UTARA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",3500000,3000000,4000000,7000000,6000000,8000000,SWASTA,-,-1,-1,-
263,STFT GKI IZAAK SAMUEL KIJNE JAYAPURA,"Jalan Raya Sentani No 37 Padang Bulan-Abepura, KOTA JAYAPURA",PAPUA,"{""website"": ""https://stftkijne.ac.id"", ""email"": ""sttiskijne@yahoo.com  stftgkiiskijne@gmail.com"", ""phone"": ""0967-581-320 / 0967-583-076""}",14675000,1200000,28150000,29350000,2400000,56300000,SWASTA,-,-1,-1,-
264,UNIVERSITAS BINA INSAN,KOTA LUBUK LINGGAU,SUMATERA SELATAN,"{""website"": ""univbinainsan.ac.id"", ""email"": ""admin@univbinainsan.ac.id"", ""phone"": ""07334553932""}",375225000,450000,750000000,750450000,900000,1500000000,SWASTA,-,-1,-1,-
265,UNIVERSITAS NURUL HUDA,KABUPATEN OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,"{""website"": ""https://unuha.ac.id/"", ""email"": ""akademik@unuha.ac.id"", ""phone"": ""081271787500""}",3560000,600000,6520000,7120000,1200000,13040000,SWASTA,-,-1,-1,-
266,POLITEKNIK SIBER CERDIKA INTERNASIONAL,KABUPATEN CIREBON,JAWA BARAT,"{""website"": ""https://www.polteksci.ac.id"", ""email"": ""info@polteksci.ac.id"", ""phone"": ""089657978137""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
267,UNIVERSITAS BALI DWIPA,"Jl. Pulau Flores No. 5, KOTA DENPASAR",BALI,"{""website"": ""www.balidwipa.ac.id"", ""email"": ""info@balidwipa.ac.id"", ""phone"": ""081529455314""}",3087500,75000,6100000,6175000,150000,12200000,SWASTA,-,-1,-1,-
268,UNIVERSITAS EKUITAS INDONESIA,KOTA BANDUNG,JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
269,UNIVERSITAS MULTI DATA PALEMBANG,KOTA PALEMBANG,SUMATERA SELATAN,"{""website"": ""https://mdp.ac.id/"", ""email"": ""kuliah@mdp.ac.id"", ""phone"": ""0711-376400 / 0711-376360""}",8250000,500000,16000000,16500000,1000000,32000000,SWASTA,-,-1,-1,-
270,AKADEMI TEKNOLOGI LABORATORIUM MEDIK PAPUA SEHAT ENAIMO ANIGOU,KOTA JAYAPURA,PAPUA,"{""website"": ""akademitlmpasean.my.id"", ""email"": ""akademitlmpasean@gmail.com"", ""phone"": ""082227643044 / 0""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
271,UNIVERSITAS NGUDI WALUYO,"Jalan Gedong Songo Candirejo, KABUPATEN SEMARANG",JAWA TENGAH,"{""website"": ""unw.ac.id"", ""email"": ""ngudiwaluyo@unw.ac.id"", ""phone"": ""0246925408 / 0246925408""}",15800000,1150000,30450000,31600000,2300000,60900000,SWASTA,-,-1,-1,-
272,UNIVERSITAS MUHAMMADIYAH KALIMANTAN TIMUR,"Jalan Ir H Juanda No 15, KOTA SAMARINDA",KALIMANTAN TIMUR,"{""website"": ""www.umkt.ac.id"", ""email"": ""web@umkt.ac.id"", ""phone"": ""0541 748511 / 0541 748511""}",5992500,400000,11585000,11985000,800000,23170000,SWASTA,-,-1,-1,-
273,INSTITUT TEKNOLOGI DAN SAINS MANDALA,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""www.itsm.ac.id"", ""email"": ""itsmandala@itsm.ac.id"", ""phone"": ""0331334324 / 0331330941""}",4600000,4200000,5000000,9200000,8400000,10000000,SWASTA,-,-1,-1,-
274,SEKOLAH TINGGI ILMU EKONOMI NU TRATE,"Jl KH Abdul Karim No 60 Gresik, KABUPATEN GRESIK",JAWA TIMUR,"{""website"": ""http://www.stienugresik.ac.id"", ""email"": ""info@stienugresik.ac.id"", ""phone"": ""03199109911 / 031-3973148""}",3887500,2400000,5375000,7775000,4800000,10750000,SWASTA,-,-1,-1,-
275,INSTITUT TEKNOLOGI DAN BISNIS KARYA PEMBANGUNAN PAPUA,KABUPATEN JAYAPURA,PAPUA,"{""website"": ""http://itbkpp.ac.id"", ""email"": ""admin@itbkpp.ac.id"", ""phone"": ""081344892660""}",400000,300000,500000,800000,600000,1000000,SWASTA,-,-1,-1,-
276,STKIP PGRI MANADO,"Jalan Ahmad Yani No 19, KOTA MANADO",SULAWESI UTARA,"{""website"": """", ""email"": ""stkip093057@yahoo.com"", ""phone"": ""0431-862587 / 0431-862587""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
277,SEKOLAH TINGGI ILMU PERTANIAN MUJAHIDIN TOLI-TOLI,"Jalan Dr Sam Ratulangi No 51, KABUPATEN TOLI-TOLI",SULAWESI TENGAH,"{""website"": ""stip.ac.id"", ""email"": ""mail@stip.ac.id"", ""phone"": ""0453-2524216 / 0453-2524216""}",2800000,2400000,3200000,5600000,4800000,6400000,SWASTA,-,-1,-1,-
278,SEKOLAH TINGGI ILMU KESEHATAN IKIFA,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,"{""website"": ""www.ikifa.ac.id"", ""email"": ""admin@ikifa.ac.id"", ""phone"": ""021 - 86615593 / 021 - 8629049""}",13800000,9000000,18600000,27600000,18000000,37200000,SWASTA,-,-1,-1,-
279,STKIP DARUD DA WAH WAL IRSYAD PINRANG,"Jalan Andreas Wahani No 27, KABUPATEN PINRANG",SULAWESI SELATAN,"{""website"": ""https://stkipddipinrang.ac.id/"", ""email"": ""stkipddipinrang@gmail.com"", ""phone"": ""0421-3925901""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
280,AKADEMI KEBIDANAN KAMANRE PALOPO,"Jalang Benteng Raya I No 7, KOTA PALOPO",SULAWESI SELATAN,"{""website"": """", ""email"": """", ""phone"": ""08124215980""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
281,INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN MUHAMMADIYAH MUNA BARAT,KABUPATEN MUNA BARAT,SULAWESI TENGGARA,"{""website"": ""-"", ""email"": ""itbkmmubar@gmail.com"", ""phone"": ""085281481301""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
282,UNIVERSITAS MITRA INDONESIA,KOTA BANDAR LAMPUNG,LAMPUNG,"{""website"": ""www.umitra.ac.id"", ""email"": ""umitra_indonesia@umitra.ac.id"", ""phone"": ""081287776262 / 0721-788960""}",4590000,3180000,6000000,9180000,6360000,12000000,SWASTA,-,-1,-1,-
283,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN CITRA BAKTI,"Jl. Bajawa-Ende  Malanuza  Mataloko  Kab. Ngada  Flores-NTT, KABUPATEN NGADA",NUSA TENGGARA TIMUR,"{""website"": ""www.citrabakti.ac.id"", ""email"": ""info@citrabakti.ac.id"", ""phone"": ""+6281236518677""}",3160000,1370000,4950000,6320000,2740000,9900000,SWASTA,-,-1,-1,-
284,AMIK BUMI NUSANTARA,"Cideng Raya No 181 Ds Kertawinangun-Kec. Kedawung, KABUPATEN CIREBON",JAWA BARAT,"{""website"": ""amikbnc.net"", ""email"": ""akademik.amikbn@gmail.com"", ""phone"": ""0231-231592 / 0231-234147""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
285,STIKES HUTAMA ABDI HUSADA TULUNGAGUNG,"Jl Dr Wahidin Sudiro Husodo, KABUPATEN TULUNGAGUNG",JAWA TIMUR,"{""website"": ""www.stikestulungagung.ac.id"", ""email"": ""stikeshahta@yahoo.co.id"", ""phone"": ""0355-32273 / 0355-32273""}",24250000,3500000,45000000,48500000,7000000,90000000,SWASTA,-,-1,-1,-
286,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN BARAT,"Jl. KH. Ahmad Dahlan No. 72, KABUPATEN KUBURAYA",KALIMANTAN BARAT,"{""website"": ""www.unukalbar.ac.id"", ""email"": ""humas@unukalbar.ac.id"", ""phone"": ""0561-731615 / 0561-731615""}",12750000,1500000,24000000,25500000,3000000,48000000,SWASTA,-,-1,-1,-
287,SEKOLAH TINGGI PARIWISATA  SOROMANDI BIMA,"Jl. Lintas  Soromandi Desa Punti, KABUPATEN BIMA",NUSA TENGGARA BARAT,"{""website"": ""stiparsoromandibima.ac.id"", ""email"": ""stiparsoromandibima@gmail.com"", ""phone"": ""082235892567""}",1750041,82,3500000,3500082,164,7000000,SWASTA,-,-1,-1,-
288,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,"Jalan IPN No 2  Cipinang Besar, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""http://itltrisakti.ac.id/"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021 - 8516050 / 021 - 856 9340""}",24337515,9075030,39600000,48675030,18150060,79200000,SWASTA,-,-1,-1,-
289,POLITEKNIK KESEHATAN JEMBER,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""poltekesjember.ac.id"", ""email"": ""poltekesjember@gmail.com"", ""phone"": ""0331-325930 / 0331-325930""}",5337500,4125000,6550000,10675000,8250000,13100000,SWASTA,-,-1,-1,-
290,AKADEMI SEKRETARI MANAJEMEN INDONESIA LPI MAKASSAR,"Jalan Bung No 30 Tamalanrea, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""makassar"", ""email"": ""makassar"", ""phone"": ""0411-583-881 / 0411-583-881""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
291,UNIVERSITAS PARNA RAYA,KOTA MANADO,SULAWESI UTARA,"{""website"": ""https://parnaraya.ac.id"", ""email"": ""info@parnaraya.ac.id  universitasparnaraya@gmail.com"", ""phone"": ""0811430214""}",2270000,250000,4290000,4540000,500000,8580000,SWASTA,-,-1,-1,-
292,INSTITUT TEKNOLOGI SAWIT INDONESIA,"Jalan Willem IskandarKelurahan Medan Estate Kecamatan Percut Sei Tuan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.itsi.ac.id"", ""email"": ""medan@itsi.ac.id"", ""phone"": ""6637060 / 6626861""}",14125000,750000,27500000,28250000,1500000,55000000,SWASTA,-,-1,-1,-
293,SEKOLAH TINGGI ILMU EKONOMI DWI SAKTI BATURAJA,"Jln. Prof. Dr. Hamka No. 541-A Baturaja., KABUPATEN OGAN KOMERING ULU",SUMATERA SELATAN,"{""website"": ""www.stiedwisakti.ac.id"", ""email"": ""stiedsbaturaja.oku@gmail.com"", ""phone"": ""324242 / 324242""}",13400000,100000,26700000,26800000,200000,53400000,SWASTA,-,-1,-1,-
294,POLITEKNIK SEMEN INDONESIA,KABUPATEN GRESIK,JAWA TIMUR,"{""website"": ""https://polteksi.ac.id/"", ""email"": ""direktorat@polteksi.ac.id"", ""phone"": ""03135946777""}",2700000,1200000,4200000,5400000,2400000,8400000,SWASTA,-,-1,-1,-
295,STKIP SINAR PANCASILA,"Jln. Bakateu  No. 9 Betun, KABUPATEN MALAKA",NUSA TENGGARA TIMUR,"{""website"": ""http://stkip-spb.ac.id"", ""email"": ""stkip.spb26@gmail.com"", ""phone"": ""2511115 / 2511115""}",12000012,24,24000000,24000024,48,48000000,SWASTA,-,-1,-1,-
296,STKIP PGRI SUMENEP,"Jl Trunojoyo  Gedungan, KABUPATEN SUMENEP",JAWA TIMUR,"{""website"": ""www.stkippgrisumenep.ac.id"", ""email"": ""info.stkippgrisumenep@gmail.com"", ""phone"": ""0328 - 664094 / 0328 - 664094""}",4500000,4500000,4500000,9000000,9000000,9000000,SWASTA,-,-1,-1,-
297,POLITEKNIK KARTINI JAKARTA,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""www.poltekkartinijakarta.ac.id"", ""email"": ""poltekkartinijakarta@gmail.com"", ""phone"": ""0217224216 / 02172792292""}",8250000,8250000,8250000,16500000,16500000,16500000,SWASTA,-,-1,-1,-
298,SEKOLAH TINGGI ILMU EKONOMI PIONER MANADO,"JL. YOS SUDARSO NO. 33B KELURAHAN PAAL II. KECAMATAN PAAL II, KOTA MANADO",SULAWESI UTARA,"{""website"": ""stiepioneermanado.com"", ""email"": ""stiepioneer.manado@gmail.com"", ""phone"": ""0431-840244 / 0431840244""}",2500000,1500000,3500000,5000000,3000000,7000000,SWASTA,-,-1,-1,-
299,INSTITUT SAINS DAN TEKNOLOGI AL-KAMAL,"Jl. Raya Al-Kamal No. 2  Kedoya Selatan   Kebon Jeruk  Jakarta Barat, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""www.ista.ac.id"", ""email"": ""info@ista.ac.id"", ""phone"": ""5811088  58350692 / 58300105""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
300,UNIVERSITAS HANG TUAH,"Jl Arief Rachman Hakim No 150, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.hangtuah.ac.id"", ""email"": ""hangtuah@hangtuah.ac.id"", ""phone"": ""031-5945864;5945894 / 031-5946261""}",73450000,100000,146800000,146900000,200000,293600000,SWASTA,-,-1,-1,-
301,UNIVERSITAS NUKU,"Jl Pahlawan Nuku No 1 Soasio Halmahera Tengah, KOTA TIDORE KEPULAUAN",MALUKU UTARA,"{""website"": ""tidore@univ-nuku.ac.id"", ""email"": ""tidore@univ-nuku.ac.id"", ""phone"": ""0921-3168973 / 0921-3168973""}",1125000,750000,1500000,2250000,1500000,3000000,SWASTA,-,-1,-1,-
302,SEKOLAH TINGGI ILMU KESEHATAN BORNEO NUSANTARA,KOTA BANJARMASIN,KALIMANTAN SELATAN,"{""website"": ""-"", ""email"": ""borneostikesnusantara@gmail.com"", ""phone"": ""081251131828 / 081251131828""}",25250000,500000,50000000,50500000,1000000,100000000,SWASTA,-,-1,-1,-
303,UNIVERSITAS PENDIDIKAN NASIONAL,"Jl. Bedugul No. 39 Sidakarya, KOTA DENPASAR",BALI,"{""website"": ""http://www.undiknas.ac.id"", ""email"": ""info@undiknas.ac.id"", ""phone"": ""0361-723868 / 0361-723077""}",14500000,7000000,22000000,29000000,14000000,44000000,SWASTA,-,-1,-1,-
304,AKADEMI MARITIM SUAKA BAHARI,"Jalan Jenderal Sudirman No 156 Ciperna, KABUPATEN CIREBON",JAWA BARAT,"{""website"": ""www.akmicirebon.ac.id"", ""email"": ""info@akmicirebon.ac.id"", ""phone"": ""0231-485993 / 0231-485993""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
305,UNIVERSITAS ARY GINANJAR,KOTA JAKARTA SELATAN,D.K.I. JAKARTA,"{""website"": ""https://uag.ac.id/"", ""email"": ""-"", ""phone"": ""021-29406999 / 021-29406999""}",19100000,200000,38000000,38200000,400000,76000000,SWASTA,-,-1,-1,-
306,POLITEKNIK NUSANTARA MAKASSAR,KOTA MAKASSAR,SULAWESI SELATAN,"{""website"": """", ""email"": ""politekniknusantara.makassar@gmail.com"", ""phone"": ""8231620""}",7351000,1500000,13202001,14702001,3000000,26404002,SWASTA,-,-1,-1,-
307,UNIVERSITAS SIMALUNGUN,"Jalan Sisingamangaraja Barat, KOTA PEMATANG SIANTAR",SUMATERA UTARA,"{""website"": ""www.usi.ac.id"", ""email"": ""universitassimalungun1965@gmail.com"", ""phone"": ""0622 24670 / 0622 430071""}",15137500,275000,30000000,30275000,550000,60000000,SWASTA,-,-1,-1,-
308,UNIVERSITAS WARMADEWA,"Jalan Terompong No. 24 Tanjung Bungkak Denpasar Bali, KOTA DENPASAR",BALI,"{""website"": ""www.warmadewa.ac.id"", ""email"": ""info@warmadewa.ac.id"", ""phone"": ""0361223858 / 0361235073""}",19925000,1,39850000,39850001,2,79700000,SWASTA,-,-1,-1,-
309,INSTITUT TEKNOLOGI BISNIS DAN ADMINISTRASI AL GAZALI BARRU,KABUPATEN BARRU,SULAWESI SELATAN,"{""website"": ""https://algazali.ac.id/"", ""email"": ""info@algazali.ac.id"", ""phone"": """"}",2112500,1225000,3000000,4225000,2450000,6000000,SWASTA,-,-1,-1,-
310,STIKES BHAKTI MULIA,"Jalan Matahari 1 Tulungrejo  Pare, KABUPATEN KEDIRI",JAWA TIMUR,"{""website"": ""www.stikesbhaktimulia.ac.id"", ""email"": ""stikesbhaktimulia@gmail.com"", ""phone"": ""0354 395455 / 0354 395455""}",7600000,2000000,13200000,15200000,4000000,26400000,SWASTA,-,-1,-1,-
311,POLITEKNIK ASTRA,"Komplek Astra International Ged. B  Lt.5  Jl. Gaya Motor Raya No. 8  Sunter II  Sungai Bambu  Tanjung Priok – Jakarta Utara, KOTA JAKARTA UTARA",D.K.I. JAKARTA,"{""website"": ""www.polytechnic.astra.ac.id"", ""email"": ""sekretariat@polytechnic.astra.ac.id"", ""phone"": ""6519555 / 651 9821""}",9750000,9000000,10500000,19500000,18000000,21000000,SWASTA,-,-1,-1,-
312,AKADEMI KETATALAKSANAAN PELAYARAN NIAGA BAHTERA,"Jalan Dukuh MJ I1221, KOTA YOGYAKARTA",D.I. YOGYAKARTA,"{""website"": ""www.akpn-bahtera.ac.id"", ""email"": ""akpnbahtera@yahoo.co.id"", ""phone"": ""0274-381489 / 0274-381489""}",2800000,2800000,2800000,5600000,5600000,5600000,SWASTA,-,-1,-1,-
313,UNIVERSITAS MAHAKARYA ASIA,KABUPATEN SLEMAN,D.I. YOGYAKARTA,"{""website"": ""www.unmaha.ac.id"", ""email"": ""adminPT@unmaha.ac.id"", ""phone"": ""0274-866800 / 0274-866800""}",1495000,200000,2790000,2990000,400000,5580000,SWASTA,-,-1,-1,-
314,INSTITUT KESEHATAN YARSI MATARAM,KOTA MATARAM,NUSA TENGGARA BARAT,"{""website"": ""inkesyarsimataram.ac.id"", ""email"": ""info@inkesyarsimataram.ac.id"", ""phone"": ""0370 6161271 / 0370 6161261""}",9952000,955000,18949000,19904000,1910000,37898000,SWASTA,-,-1,-1,-
315,UNIVERSITAS SAHID,"Jl Prof Dr Soepomo Sh No 84, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.usahid.ac.id"", ""email"": ""humas@sahid.ac.id"", ""phone"": ""021-8312813-15 / 021-8354763""}",7225000,4850000,9600000,14450000,9700000,19200000,SWASTA,-,-1,-1,-
316,POLITEKNIK KEPRIBADIAN,KABUPATEN BEKASI,JAWA BARAT,"{""website"": ""kepribadian.ac.id"", ""email"": ""politeknikkepribadian22@gmail.com"", ""phone"": ""085282286262""}",2300000,1000000,3600000,4600000,2000000,7200000,SWASTA,-,-1,-1,-
317,UNIVERSITAS MERCU BUANA YOGYAKARTA,"Kampus I : Jalan Wates KM 10 Yogyakarta 55753  Kampus II : Jalan Jembatan Merah 8, KABUPATEN BANTUL",D.I. YOGYAKARTA,"{""website"": ""www.mercubuana-yogya.ac.id"", ""email"": ""humas@mercubuana-yogya.ac.id"", ""phone"": ""0274-6498212 / 0274-6498213""}",16532500,60000,33005000,33065000,120000,66010000,SWASTA,-,-1,-1,-
318,AKADEMI SEKRETARI MANAJEMEN NUSANTARA,"Jalan T. Nyak Arief No. 333 Jeulingke Banda Aceh, KOTA BANDA ACEH",ACEH,"{""website"": ""www.asm-nusantara.ac.id"", ""email"": ""sekretari.nusantara@gmail.com"", ""phone"": ""0651-7557400 / 0651-7557400""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
319,AKADEMI KEBIDANAN FARMAKO HUSADA AL-MUCHTARI BOGOR,"Jl. Raya Sukabumi KM. 15 HE Sukma Talang 2  Cimande  Lemah Duhur, KABUPATEN BOGOR",JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",6000000,6000000,6000000,12000000,12000000,12000000,SWASTA,-,-1,-1,-
320,UNIVERSITAS NAHDLATUL ULAMA SULAWESI TENGGARA,"Jl. Mayjen Katamaso No. 2, KOTA KENDARI",SULAWESI TENGGARA,"{""website"": ""pcmb.unusultra.ac.id"", ""email"": ""unusraofficial@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
321,SEKOLAH TINGGI ILMU EKONOMI YASA ANGGANA,"Jln. Oto Iskadardinata No 278-A Tarogong, KABUPATEN GARUT",JAWA BARAT,"{""website"": ""www.stieyasaanggana.ac.id"", ""email"": ""stieya278a@gmail.com"", ""phone"": ""0262-233549 / 0262-233549""}",5300000,2400000,8200000,10600000,4800000,16400000,SWASTA,-,-1,-1,-
322,POLITEKNIK MULTIMEDIA NUSANTARA,"Gedung Menara Kompas lantai 10  Jalan Palmerah Selatan No. 21 Gelora  Tanah Abang, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""https://mnp.ac.id/"", ""email"": ""info@mnp.ac.id"", ""phone"": ""+62-8111 200 7799""}",10750000,4500000,17000000,21500000,9000000,34000000,SWASTA,-,-1,-1,-
323,SEKOLAH TINGGI ILMU EKONOMI YAPMAN MAJENE,"Jalan Sudirman No 76, KABUPATEN MAJENE",SULAWESI BARAT,"{""website"": ""http://stieyapman.ac.id"", ""email"": ""stie_y@yahoo.com  info@stieyapman.ac.id"", ""phone"": ""0422-22845 / 0422-22845""}",1750000,1100000,2400000,3500000,2200000,4800000,SWASTA,-,-1,-1,-
324,SEKOLAH TINGGI ILMU KESEHATAN WILLIAM BOOTH,KOTA SURABAYA,JAWA TIMUR,"{""website"": ""https://stikeswilliambooth.ac.id"", ""email"": ""stikes_williambooth@ymail.com"", ""phone"": ""031-5633365 / 031-5682166""}",4862500,2000000,7725000,9725000,4000000,15450000,SWASTA,-,-1,-1,-
325,UNIVERSITAS BANDA NAIRA,KABUPATEN MALUKU TENGAH,MALUKU,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",1500000,1500000,1500000,3000000,3000000,3000000,SWASTA,-,-1,-1,-
326,IKIP PGRI BOJONEGORO,"Jalan Panglima Polim 46  Bojonegoro, KABUPATEN BOJONEGORO",JAWA TIMUR,"{""website"": ""https://ikippgribojonegoro.ac.id"", ""email"": ""rektorat@ikippgribojonegoro.ac.id"", ""phone"": ""881046 / 8816170""}",7090000,4200000,9980000,14180000,8400000,19960000,SWASTA,-,-1,-1,-
327,UNIVERSITAS RAHARJA,"JL. Jendral Sudirman No.40 Modern Cikokol Tangerang, KOTA TANGERANG",BANTEN,"{""website"": ""www.raharja.ac.id"", ""email"": ""universitas@raharja.info"", ""phone"": ""0215529692/5529586 / 0215529742""}",6187935,870,12375000,12375870,1740,24750000,SWASTA,-,-1,-1,-
328,STMIK IM,"Jalan Belitung nomor 7  Kec. Sumur Bandung, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.stmik-im.ac.id"", ""email"": ""info@stmik-im.ac.id"", ""phone"": ""022-20506515 / 022-4262935""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
329,INSTITUT TEKNOLOGI DAN BISNIS AHMAD DAHLAN LAMONGAN,KABUPATEN LAMONGAN,JAWA TIMUR,"{""website"": ""https://ahmaddahlan.ac.id/"", ""email"": ""kampusahmaddahlan@gmail.com"", ""phone"": ""0322 - 315987""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
330,AKADEMI SENI MANGKUNEGARAN SURAKARTA,"Panti Putra Istana Mangkunegaran, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""www.asga.ac.id"", ""email"": ""asga.ac.id@gmail.com"", ""phone"": ""642301""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
331,UNIVERSITAS BOYOLALI,"Jalan Adi Sucipto 170 Karangasem, KABUPATEN BOYOLALI",JAWA TENGAH,"{""website"": ""http://www.uby.ac.id"", ""email"": ""rektor@uby.ac.id"", ""phone"": ""0276321328 / 0276321328""}",3725000,2950000,4500000,7450000,5900000,9000000,SWASTA,-,-1,-1,-
332,WESTERN SYDNEY UNIVERSITY,KOTA SURABAYA,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
333,STKIP PGRI METRO,"Jalan Banjarrejo 38-B Batanghari, KABUPATEN LAMPUNG TIMUR",LAMPUNG,"{""website"": ""stkippgrimetro.ac.id"", ""email"": ""stkippgrimetro@gmail.com"", ""phone"": ""0725-41279 / 0725-41279""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
334,AKADEMI SEKRETARI DAN MANAJEMEN INDONESIA SURABAYA,"Jl. Raya Menganti 133Wiyung, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.asmisurabaya.ac.id"", ""email"": ""info@asmisurabaya.ac.id"", ""phone"": ""031-7671122 / 031-7673322""}",3300000,3300000,3300000,6600000,6600000,6600000,SWASTA,-,-1,-1,-
335,STIE WIDYASWARA INDONESIA,"Solok Selatan, KABUPATEN SOLOK SELATAN",SUMATERA BARAT,"{""website"": ""kampuswidyaswaraindonesia.ac.id"", ""email"": ""infostie.wi@gmail.com"", ""phone"": ""0755-70416 / 0755-70946""}",2300000,2100000,2500000,4600000,4200000,5000000,SWASTA,-,-1,-1,-
336,INSTITUT PANGERAN DHARMA KUSUMA,KABUPATEN INDRAMAYU,JAWA BARAT,"{""website"": ""padhaku.ac.id"", ""email"": ""institut@padhaku.ac.id"", ""phone"": ""087727576929""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
337,INSTITUT TEKNOLOGI MOJOSARI,KABUPATEN NGANJUK,JAWA TIMUR,"{""website"": ""itmnganjuk.ac.id"", ""email"": ""admin@itmnganjuk.ac.id"", ""phone"": """"}",1320000,240000,2400000,2640000,480000,4800000,SWASTA,-,-1,-1,-
338,UNIVERSITAS MUHAMMADIYAH BENGKULU,"Jalan Bali Kota Bengkulu 38119, KOTA BENGKULU",BENGKULU,"{""website"": ""www.umb.ac.id"", ""email"": ""humas@umb.ac.id"", ""phone"": ""22765 / 26161""}",2402000,200000,4604000,4804000,400000,9208000,SWASTA,-,-1,-1,-
