quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
120,STKIP Al Hikmah Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-al-hikmah-surabaya,Rp4.000.000 kisaran per semester,260,32,"{""website"": ""www.hikmahuniversity.ac.id"", ""email"": ""stkiph@hikmahuniversity.ac.id"", ""phone"": ""089612356442""}","STKIP Al Hikmah Surabaya mulai beroperasi sebagai perguruan tinggi sejak 18 September 2013 dan berada di bawah naungan Yayasan Lembaga Pendidikan Islam Al Hikmah Surabaya. Meski tergolong baru, kampus ini memiliki semangat yang besar untuk membantu para pejuang pendidikan memperoleh pembelajaran berkualitas. Dengan slogan ""Berakhlak, Nasionalis, dan Profesional"", STKIP Al Hikmah Surabaya memiliki visi dan misi untuk mencetak pendidik muslim yang berakhlak karimah dan memiliki kompetensi keguruan yang kompetitif.",{}
121,Bina Insani University,Universitas Swasta,https://campus.quipper.com/directory/perguruan-tinggi-bina-insani,,1356,71,"{""website"": ""www.binainsani.ac.id"", ""email"": ""info@binainsani.ac.id"", ""phone"": ""021-82436886, 021-82436996""}","Bina Insani University (BiU) bermula dari tiga sekolah tinggi yang memiliki konsentrasi pendidikan berbeda, yakni pada bidang manajemen informatika dan komputer, akuntansi, serta sekretasi dan manajemen. Kampus yang berlokasi di area strategis dan dekat dengan pusat industri di Kota Bekasi ini memiliki tagline utama, yakni ""Cepat Lulus, Cepat Kerja, dan Cepat Sukses"". Wah, pasti harapan yang sama juga ada dibenakmu ya, Quipperian!",{}
122,Sekolah Tinggi Manajemen Informatika dan Komputer Jakarta STI&K,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-informatika-dan-komputer-jakarta-sti-k,Rp750.000 - Rp1.000.000 per semester,801,80,"{""website"": ""www.jak-stik.ac.id"", ""email"": ""info@jak-stik.ac.id"", ""phone"": ""(021) 739 7973""}","Sekolah Tinggi Manajemen Informatika dan Komputer Jakarta STI&K (STMIK Jakarta STI&K) didirikan pada tahun 1978 dengan nama Institut Ilmu Komputer (IIK). Kemudian pada tahun 1990 IIK resmi berubah nama menjadi STMIK Jakarta STI&K. Saat ini, STMIK Jakarta STI&K menyediakan empat program studi yaitu D3 Manajemen Informatika, S1 Sistem Informasi, S1 Sistem Komputer, dan S2 Teknologi Informasi.",{}
123,Universitas Tribhuwana Tunggadewi,Universitas Swasta,https://campus.quipper.com/directory/universitas-tribhuwana-tunggadewi,Rp2.250.000-Rp2.500.000 per semester,8000,212,"{""website"": ""www.unitri.ac.id"", ""email"": ""info@unitri.ac.id"", ""phone"": ""0341-565500""}","Universitas Tribhuwana Tunggadewi (UNITRI) didirikan oleh Yayasan Pendidikan Bhakti Nusantara Malang. Pendirian kampus ini dilakukan dalam dua tahap, tahap pertama pada tanggal 14 Desember 1987, lalu pendirian tahap kedua dilakukan pada tahun 2001. Sejarahnya, UNITRI merupakan bentuk transformasi dari dua sekolah tinggi milik Yayasan Pendidikan Bhakti Nusantara Malang yaitu Sekolah Tinggi Pertanian (STIPER) dan Sekolah Tinggi llmu Ekonomi (STIE) Tribhuwana. Keduanya resmi bergabung dan beroperasi sebagai universitas pada tanggal 2 Agustus 2001 berdasarkan Surat Keputusan Menteri Pendidikan Nasional Republik Indonesia. Saat ini UNITRI memiliki 7 fakultas dengan 19 pilihan program studi di bidang teknik, pertanian, ekonomi, ilmu sosial dan politik, ilmu kesehatan, dan ilmu pendidikan.",{}
124,Institut Agama Islam Negeri Madura (IAIN Madura),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-madura-iain-madura,,10743,245,"{""website"": ""www.iainmadura.ac.id"", ""email"": ""info@iainmadura.ac.id"", ""phone"": ""+623246123433""}","Awal mula berdirinya Institut Agama Islam Negeri (IAIN) Madura berasal dari Fakultas Tarbiyah IAIN Sunan Ampel. Fakultas Tarbiyah IAIN Sunan Ampel memisahkan diri dari IAIN Sunan Ampel pada tahun 1966 dan berubah menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) Pamekasan di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Pamekasan mengalami alih status menjadi IAIN Madura untuk memenuhi kebutuhan akan pesatnya pertumbuhan mahasiswa serta perkembangan ilmu pengetahuan dan teknologi. Saat ini, IAIN Madura menyediakan empat fakultas yaitu Fakultas Tarbiyah, Fakultas Syariah, Fakultas Ekonomi dan Bisnis Islam, serta Fakultas Ushuluddin dan Dakwah. Selain itu, terdapat program Pascasarjana dan program Pendidikan Profesi.",{}
125,Sekolah Tinggi Pariwisata (STP) Trisakti,Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-trisakti,Rp15.500.000 - Rp16.700.000 per semester,2400,73,"{""website"": ""www.stptrisakti.ac.id"", ""email"": ""pmb@stptrisakti.ac.id"", ""phone"": ""(021) 7377 738-41""}","Sekolah Tinggi Pariwisata (STP) Trisakti didirikan tanggal 2 Juni 1969 dengan nama Akademi Perhotelan & Kepariwisataan Trisakti. Kampus ini baru berganti nama menjadi STP Trisakti pada tahun 1999. FYI, STP Trisakti merupakan perguruan tinggi swasta pertama yang menyelenggarakan program diploma IV setara sarjana dengan gelar Sarjana Terapan Pariwisata (S.Tr.Par).",{}
126,Politeknik Kesehatan Kemenkes Semarang,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-kemenkes-semarang,Rp5.400.000 - Rp12.850.000 per semester,9841,356,"{""website"": ""www.poltekkes-smg.ac.id"", ""email"": ""poltekkes-smg@poltekkes-smg.ac.id"", ""phone"": ""024-7460274""}","Berdiri di tahun 2001, Politeknik Kesehatan Kementerian Kesehatan Semarang (Poltekkes Semarang) yang berdiri tahun 2001 merupakan gabungan dari 11 Akademi Kesehatan milik Departemen Kesehatan RI yang ada di Jawa Tengah. Kampus ini menjadi satu-satunya Poltekkes yang memiliki Program Pascasarjana, lho. Selain itu, Poltekkes Semarang berhasil menduduki peringkat 1 Politeknik Kesehatan Kemenkes Terbaik versi Webometrics di tahun 2022. Jadi, kualitas pendidikan di kampus ini tidak perlu diragukan lagi, Quipperian!",{}
127,Universitas Djuanda,Universitas Swasta,https://campus.quipper.com/directory/universitas-djuanda,Rp4.000.000 semester,6507,241,"{""website"": ""www.unida.ac.id"", ""email"": ""humas@unida.ac.id, pmb@unida.ac.id"", ""phone"": ""0251-8240773, 0251-8240985""}","Universitas Djuanda adalah salah satu perguruan tinggi swasta di Bogor yang didirikan pada tanggal 21 Maret 1987 di bawah naungan Yayasan Pusat Studi dan Pengembangan Islam Amaliyah Indonesia. Nama Djuanda diabadikan menjadi nama perguruan tinggi ini sebagai bentuk penghormatan kepada pahlawan kemerdekaan nasional berdarah sunda, Ir. H. Djoeanda Kartawidjaja yang banyak berkiprah di bidang pemerintahan di Republik Indonesia.",{}
128,Sekolah Tinggi Ilmu Kesehatan Kepanjen,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-kepanjen,Rp3.950.000-Rp11.500.000 per semester,598,31,"{""website"": ""www.stikeskepanjen-pemkabmalang.ac.id"", ""email"": ""stikeskpj@stikeskepanjen-pemkabmalang.ac.id"", ""phone"": ""0341-397644""}","Awal berdirinya Sekolah Tinggi Ilmu Kesehatan Kepanjen dimulai dari pengembangan Sekolah Perawat Kesehatan (SPK) Kepanjen. SPK Kepanjen berdiri pada 1 Oktober 1985 yang diawali dari kelas Ekstensi SPK Depkes Celaket Malang, ketika itu berada di bawah pembinaan Rumah Sakit Umum Kanjuruhan Kepanjen. Seiring bertambahnya kebutuhan tenaga kesehatan yang menuntut peningkatan jenjang pendidikan bagi tenaga profesi keperawatan, kemudian status SPK Kepanjen berubah menjadi Akademi Keperawatan Kabupaten Malang pada tahun 1998. Barulah di tahun 2009, kampus ini resmi berubah bentuk menjadi Sekolah Tinggi Ilmu Kesehatan Kepanjen.",{}
129,Universitas Narotama,Universitas Swasta,https://campus.quipper.com/directory/universitas-narotama,Rp2.100.000-Rp12.000.000 per semester,3337,107,"{""website"": ""www.narotama.ac.id"", ""email"": ""info@narotama.ac.id"", ""phone"": ""031-5946404, 5995578""}","Universitas Narotama adalah salah satu perguruan tinggi swasta di Surabaya yang didirikan pada 8 Februari 1981. Pendirian universitas ini diinisiasi oleh sekelompok dosen Universitas Airlangga (Unair) dan Institut Teknologi Sepuluh Nopember (ITS) serta beberapa tokoh masyarakat di kota Surabaya. Kata ""Narotama"" diambil dari nama seorang tokoh sejarah Mahapatih dari Prabu Airlangga yang menjadi guru ilmu kenegaraan serta guru agama dan ilmu kedigdayaan.",{}
130,Sampoerna University,Universitas Swasta,https://campus.quipper.com/directory/sampoerna-university,Rp328.000.000-Rp616.000.000 sampai lulus,637,59,"{""website"": ""www.sampoernauniversity.ac.id"", ""email"": ""info@sampoernauniversity.ac.id"", ""phone"": ""(021) 50222234""}",Sampoerna University menawarkan program pendidikan tinggi dengan American-style dan telah bekerja sama dengan University of Arizona dalam bentuk Program Double Degree. Program ini memungkinkan mahasiswa memperoleh dua gelar baik dari Sampoerna University maupun University of Arizona.,{}
131,Sekolah Tinggi Ilmu Kesehatan RS Husada,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-husada,Rp9.000.000 per semester,533,28,"{""website"": ""www.stikesrshusada.ac.id"", ""email"": ""admission@stikesrshusada.ac.id"", ""phone"": ""021-6259984""}","Sekolah Tinggi Ilmu Kesehatan RS Husada merupakan institusi pendidikan yang telah berdiri dan menyelenggarakan pendidikan keperawatan sejak tahun 1943 di bawah Perkumpulan Husada. Di tahun 1989, kampus ini berganti nama menjadi Akademi Keperawatan Husada. Setelah 30 tahun menjalankan program pendidikan keperawatan dalam bentuk akademi, kampus ini resmi bertransformasi menjadi Sekolah Tinggi Ilmu Kesehatan di tahun 2019 dengan menambahkan program studi baru, yakni Administrasi Kesehatan.",{}
132,Institut Teknologi Nasional Malang,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-nasional-malang,Rp5.000.000-Rp11.325.000 per semester,5212,201,"{""website"": ""www.itn.ac.id"", ""email"": ""pmb.itn@scholar.itn.ac.id"", ""phone"": ""0341-551431, 0341-417636""}","Institut Teknologi Nasional Malang bermula dari Akademi Teknik Nasional (ATN) Malang yang didirikan oleh Yayasan Pendidikan Umum dan Teknologi Nasional (YPUTN) Malang di tahun 1969. Berdasarkan keputusan Menteri Pendidikan dan Kebudayaan No. 0104/0/1983 yang diterima pada tahun 1983, akademi tersebut kemudian dikembangkan menjadi Institut Teknologi Nasional Malang yang terdiri dari 2 fakultas yaitu Fakultas Teknologi Industri (FTI) dan Fakultas Teknik Sipil dan Perencanaan (FTSP).",{}
133,Universitas Islam Negeri K.H. Abdurrahman Wahid Pekalongan,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-k-h-abdurrahman-wahid-pekalongan,Rp0 - Rp5.500.000 per semester,13897,261,"{""website"": ""www.uingusdur.ac.id"", ""email"": ""info@uingusdur.ac.id"", ""phone"": ""0285412575""}","Cikal bakal berdirinya Universitas Islam Negeri (UIN) K.H. Abdurrahman Wahid Pekalongan dimulai dari lahirnya Fakultas Syariah Bumiayu (1968) yang pindah ke Institut Agama Islam Negeri (IAIN) Walisongo di Pekalongan pada tahun 1973. Kemudian pada tahun 1997, Fakultas di lingkungan IAIN alih bentuk menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) termasuk Fakultas Syariah IAIN Walisongo menjadi STAIN Pekalongan. Lalu pada tahun 2016, STAIN Pekalongan alih status menjadi IAIN Pekalongan dan di tahun 2022 IAIN Pekalongan alih status menjadi UIN K.H Abdurrahman Wahid Pekalongan. Saat ini, UIN K.H Abdurrahman Wahid Pekalongan menyediakan empat fakultas yaitu Fakultas Ekonomi dan Bisnis Islam, Fakultas Syariah, Fakultas Ushuluddin Adab dan Dakwah, serta Fakultas Tarbiyah dan Ilmu Keguruan.",{}
134,Universitas PGRI Kanjuruhan Malang,Universitas Swasta,https://campus.quipper.com/directory/universitas-pgri-kanjuruhan-malang,Rp3.400.000 per semester,4003,216,"{""website"": ""www.unikama.ac.id"", ""email"": ""email@unikama.ac.id"", ""phone"": ""(+62341) 801488""}","Universitas PGRI Kanjuruhan Malang atau UNIKAMA adalah pengembangan dari Institut Keguruan dan Ilmu Pendidikan Persatuan Guru Republik Indonesia (IKIP PGRI) Malang dan Sekolah Tinggi Bahasa Asing (STIBA) Kanjuruhan Malang. Perguruan tinggi ini bernaung di bawah Perkumpulan Pembina Lembaga Pendidikan Perguruan Tinggi Persatuan Guru Republik Indonesia yang disingkat PPLP PT PGRI Malang. Saat ini, UNIKAMA memiliki enam fakultas yaitu Fakultas Ilmu Pendidikan (FIP), Fakultas Sains & Teknologi (FST), Fakultas Ekonomika dan Bisnis (FEB), Fakultas Hukum (FH), Fakultas Bahasa dan Sastra (FBS), dan Fakultas Peternakan (F.Pet). Selain itu, universitas ini juga menyelenggarakan Program Pascasarjana dan Program Pendidikan Profesi Guru.",{}
135,Universitas Ciputra Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-ciputra-surabaya,Rp18.000.000 - Rp41.000.000 per semester,5187,222,"{""website"": ""www.uc.ac.id"", ""email"": ""pmb@ciputra.ac.id"", ""phone"": ""(031) 7451699""}","Universitas Ciputra merupakan perguruan tinggi yang berfokus pada bidang akademik dan kewirausahaan. Oleh karena itu, para mahasiswa diharapkan dapat mengembangkan pola pikir dan keterampilan kewirausahaan secara efektif dan inovatif sejak di bangku perkuliahan. Penyampaian pendidikan kewirausahaan dilaksanakan melalui proyek berdasarkan permasalahan nyata yang ada di lingkungan industri dan jaringan bisnis Ciputra Group. Bagi Quipperian yang berminat dan tertarik untuk menjadi wirausaha, kalian dapat melanjutkan studi di kampus ini!",{}
136,Sekolah Tinggi Ilmu Kesehatan RS Baptis Kediri,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-baptis-kediri,Rp3.000.000 - Rp3.500.000 per semester,346,31,"{""website"": ""www.stikesbaptis.ac.id"", ""email"": ""stikes_rsbaptis@yahoo.co.id"", ""phone"": ""0354683470""}","Sekolah Tinggi Ilmu Kesehatan (STIKES) RS Baptis Kediri telah meluluskan sekitar 55.000 alumni yang profesional di dunia kesehatan. Saat ini, STIKES RS Baptis Kediri menyediakan tiga jenjang pendidikan yaitu program diploma, program sarjana, dan program profesi. Bagi Quipperian yang berminat melanjutkan studi di bidang kesehatan, kalian dapat mempertimbangkan kampus ini!",{}
137,Universitas Islam Negeri Mataram,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-mataram,Rp400.000 - Rp4.300.000 per semester (tidak termasuk Pascasarjana),16841,404,"{""website"": ""www.uinmataram.ac.id"", ""email"": ""info@uinmataram.ac.id"", ""phone"": ""0370-621298""}","Berdirinya Universitas Islam Negeri (UIN) Mataram merupakan perwujudan dari gagasan umat Islam Nusa Tenggara Barat yang merupakan penduduk mayoritas untuk mencetak kader pemimpin dan intelektual muslim. Sebelum berbentuk universitas, kampus ini dikenal dengan nama Insitut Agama Islam Negeri (IAIN) Mataram hingga akhirnya resmi beralih status menjadi UIN Mataram pada tanggal 8 April 2017. Kampus ini menawarkan lebih dari 30 pilihan program studi yang terbagi ke dalam enam fakultas, yaitu Fakultas Tarbiyah dan Keguruan, Fakultas Syariah, Fakultas Dakwah dan Ilmu Komunikasi, Fakultas Ushuluddin dan Studi Agama, Fakultas Ekonomi dan Bisnis Islam, serta Pascasarjana.",{}
138,STIKES Katolik St. Vincentius A Paulo (STIKVINC) Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-katolik-st-vincentius-a-paulo-stikvinc-surabaya,Rp5.775.000-Rp6.275.000 per semester,588,31,"{""website"": ""www.stikvinc.ac.id"", ""email"": ""sekretariat@stikvinc.ac.id"", ""phone"": ""+62315612220""}","STIKES Katolik St. Vincentius A Paulo (STIKVINC) Surabaya berdiri atas dasar banyaknya pasien di Rumah Sakit Katolik St. Vincentius a Paulo Surabaya (RKZ) sehingga jumlah perawat kurang. Pada tahun 1954, para suster membuka Sekolah Pendidikan Perawat, sekolah inilah yang menjadi cikal bakal berdirinya STIKVINC atau dikenal juga dengan STIKES RKZ Surabaya.",{}
139,Universitas Advent Indonesia,Universitas Swasta,https://campus.quipper.com/directory/universitas-advent-indonesia,Rp7.365.000 - Rp20.155.000 per semester,1910,89,"{""website"": ""www.unai.edu"", ""email"": ""publicrelations@unai.edu"", ""phone"": ""(+62)877-8391-8408""}","Universitas Advent Indonesia (UNAI) didirikan pada tahun 1949 dengan nama Indonesia Union Seminary (IUS). Lalu pada tahun 1960, IUS diganti nama menjadi Perguruan Tinggi Advent dan resmi terdaftar di pemerintah pada tahun 1962. Kemudian pada tahun 1970 terdapat perubahan nama dari Perguruan Tinggi Advent menjadi Institut Theologia dan Keguruan Advent (ITKA). Namun, pada tahun 1982 berubah lagi menjadi Universitas Advent Indonesia (UNAI) yang kita kenal sekarang. Saat ini, UNAI memiliki 6 fakultas dan program pascasarjana yang terdiri atas berbagai bidang keilmuan.",{}
140,Universitas Bung Karno (UBK),Universitas Swasta,https://campus.quipper.com/directory/universitas-bung-karno,Rp5.000.000 per semester,4449,125,"{""website"": ""www.ubk.ac.id"", ""email"": ""info@ubk.ac.id"", ""phone"": ""021-3928540, 3929591""}","Sebagai salah satu wujud pengabdian di bidang pendidikan, Yayasan Pendidikan Soekarno yang diprakarsai oleh oleh Ibu Hj. DR (HC) Rachmawati Soekarnoputri, SH, MH. mendirikan perguruan tinggi Institut Ilmu Pengetahuan dan Kebudayaan Bung Karno pada tahun 1983. Selang 16 tahun kemudian tepatnya di tahun 1999, institusi ini resmi bertransformasi menjadi Universitas Bung Karno.",{}
141,Politeknik Transportasi Darat Indonesia - STTD,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-transportasi-darat-indonesia,Rp4.800.000 ​per semester,912,228,"{""website"": ""ptdisttd.ac.id"", ""email"": ""info@ptdisttd.ac.id"", ""phone"": ""021-8254640""}","Cikal bakal Politeknik Transportasi Darat Indonesia bermula dari Akademi Lalu Lintas (ALL) yang didirikan oleh Presiden Ir. H. Soekarno pada tahun 1951. Namun pada tahun 1980, akademi ini berubah menjadi Balai Pendidikan dan Latihan Ahli Lalu Lintas Angkutan Jalan Raya (BPL-ALLAJR). Sebagai upaya untuk memenuhi kebutuhan kualifikasi tenaga ahli yang lebih tinggi serta perkembangan sistem pendidikan yang ada, maka pada tanggal 10 Maret 2000, status BPL-ALLAJR ditingkatkan menjadi Sekolah Tinggi Transportasi Darat (STTD). Kemudian pada tahun 2019 barulah ditingkatkan kembali menjadi Politeknik Transportasi Darat Indonesia - STTD. Adapun progam pendidikan yang disediakan oleh perguruan tinggi yang bernaung di bawah Kementerian Perhubungan ini adalah 2 Program Diploma 3, 2 Program Diploma 4, dan 2 Program Magister Terapan.",{}
