faculty,prodi,quipper_institution_code
Fakultas Tarbiyah dan Keguruan,Fisika,195
Fakultas Tarbiyah dan Keguruan,Psikologi,195
Fakultas Tarbiyah dan Keguruan,Teknik Elektro,195
Fakultas Tarbiyah dan Keguruan,Keguruan & Pendidikan,195
Fakultas Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,195
Fakultas Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),195
Fakultas Tarbiyah dan Keguruan,Manajemen Pendidikan,195
Fakultas Tarbiyah dan Keguruan,Sistem Informasi,195
Fakultas Tarbiyah dan Keguruan,Bimbingan dan Konseling,195
Fakultas Sains dan Teknologi,Teknik Lingkungan,195
Fakultas Sains dan Teknologi,Biologi,195
Fakultas Sains dan Teknologi,Kimia,195
Fakultas Sains dan Teknologi,Arsitektur,195
Fakultas Sains dan Teknologi,Sistem Informasi,195
Fakultas Psikologi,Psikologi,195
Fakultas Ushuluddin dan Filsafat,Sosiologi,195
Fakultas Ushuluddin dan Filsafat,Ilmu Agama Islam,195
Fakultas Ushuluddin dan Filsafat,Filsafat,195
Fakultas Adab dan Humaniora,Sejarah,195
Fakultas Adab dan Humaniora,Sastra Arab,195
Fakultas Adab dan Humaniora,Ilmu Perpustakaan,195
Fakultas Ekonomi dan Bisnis Islam,Ilmu Ekonomi,195
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,195
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syariah,195
Fakultas Dakwah dan Komunikasi,Ilmu Komunikasi,195
Fakultas Dakwah dan Komunikasi,Manajemen,195
Fakultas Dakwah dan Komunikasi,Bimbingan dan Konseling,195
Fakultas Dakwah dan Komunikasi,Kesejahteraan Sosial,195
Fakultas Ilmu Sosial dan Ilmu Pemerintahan,Ilmu Politik,195
Fakultas Ilmu Sosial dan Ilmu Pemerintahan,Administrasi Negara (Publik),195
Program Pascasarjana,Ilmu Komunikasi,195
Program Pascasarjana,Ilmu Hukum,195
Program Pascasarjana,Sastra Arab,195
Program Pascasarjana,Ilmu Agama Islam,195
Program Pascasarjana,Ekonomi Syariah,195
Fakultas Ilmu Pendidikan,Pendidikan Bahasa Indonesia,197
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,197
Fakultas Ilmu Pendidikan,Teknik Informatika,197
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),197
Fakultas Ilmu Sosial dan Ilmu Budaya,Psikologi,197
Fakultas Ilmu Sosial dan Ilmu Budaya,Sastra Inggris,197
Fakultas Ilmu Sosial dan Ilmu Budaya,Ilmu Komunikasi,197
Fakultas Ilmu Sosial dan Ilmu Budaya,Sosiologi,197
Fakultas Hukum,Ilmu Hukum,197
Fakultas Keislaman,Bisnis,197
Fakultas Keislaman,Ekonomi Syariah,197
Fakultas Ekonomi dan Bisnis,Akuntansi,197
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,197
Fakultas Ekonomi dan Bisnis,Manajemen,197
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,197
Fakultas Ekonomi dan Bisnis,Kewirausahaan,197
Fakultas Pertanian,Teknik Pertanian,197
Fakultas Pertanian,Agroteknologi,197
Fakultas Pertanian,Kelautan,197
Fakultas Pertanian,Manajemen Sumber Daya Perairan,197
Fakultas Pertanian,Agribisnis,197
Fakultas Teknik,Sistem Informasi,197
Fakultas Teknik,Teknik Elektro,197
Fakultas Teknik,Teknik Industri,197
Fakultas Teknik,Teknik Mesin,197
Fakultas Teknik,Teknik Informatika,197
Fakultas Teknik,Multimedia,197
Fakultas Teknik,Teknik Informatika,198
Fakultas Teknik,Sistem Informasi,198
Fakultas Teknik,Arsitektur,198
Fakultas Teknik,Teknik Mesin,198
Fakultas Teknik,Teknik Sipil,198
Fakultas Teknik,Teknik Kimia,198
Fakultas Teknik,Teknik Elektro,198
Fakultas Teknik,Teknik Industri,198
Fakultas Teknik,Ilmu Teknik,198
Fakultas Hukum,Ilmu Hukum,198
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,198
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,198
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,198
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,198
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),198
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),198
Fakultas Kedokteran,Pendidikan Dokter,198
Fakultas Kedokteran,Psikologi,198
Fakultas Pertanian,Agroteknologi,198
Fakultas Pertanian,Agribisnis,198
Fakultas Pertanian,Budidaya Perairan (Akuakultur),198
Fakultas Pertanian,Kelautan,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Fisika,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Kimia,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Teknik Mesin,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,198
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,198
Fakultas Ekonomi dan Bisnis,Akuntansi,198
Fakultas Ekonomi dan Bisnis,Manajemen,198
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,198
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,198
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,199
Fakultas Ekonomi dan Bisnis,Akuntansi,199
Fakultas Ekonomi dan Bisnis,Manajemen,199
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,199
Fakultas Ekonomi dan Bisnis,Perpajakan,199
Fakultas Pertanian,Agroteknologi,199
Fakultas Pertanian,Agribisnis,199
Fakultas Pertanian,Teknik Pertanian,199
Fakultas Pertanian,Lainnya,199
Fakultas Teknologi Pertanian,Teknik Pertanian,199
Fakultas Teknologi Pertanian,Ilmu dan Teknologi Pangan,199
Fakultas Pariwisata,Pariwisata,199
Fakultas Pariwisata,Travel,199
Fakultas Hukum,Ilmu Hukum,199
Fakultas Ilmu Budaya,Sastra Inggris,199
Fakultas Ilmu Budaya,Antropologi,199
Fakultas Ilmu Budaya,Arkeologi,199
Fakultas Ilmu Budaya,Sejarah,199
Fakultas Ilmu Budaya,Sastra & Bahasa Daerah,199
Fakultas Ilmu Budaya,Sastra Indonesia,199
Fakultas Ilmu Budaya,Sastra & Bahasa Asing,199
Fakultas Ilmu Budaya,Sastra Jepang,199
Fakultas Ilmu Budaya,Sastra Jawa,199
Fakultas Kedokteran,Pendidikan Dokter,199
Fakultas Kedokteran,Kesehatan Masyarakat,199
Fakultas Kedokteran,Psikologi,199
Fakultas Kedokteran,Ilmu Keperawatan,199
Fakultas Kedokteran,Pendidikan Dokter Gigi,199
Fakultas Kedokteran,Fisioterapi,199
Fakultas Kedokteran,Teknik Biomedis,199
Fakultas Peternakan,Peternakan,199
Fakultas Kedokteran Hewan,Kedokteran Hewan,199
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,199
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,199
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,199
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,199
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Perpustakaan,199
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),199
Fakultas Teknik,Teknik Informatika,199
Fakultas Teknik,Arsitektur,199
Fakultas Teknik,Teknik Sipil,199
Fakultas Teknik,Ilmu Teknik,199
Fakultas Teknik,Teknik Elektro,199
Fakultas Teknik,Teknik Industri,199
Fakultas Teknik,Teknik Lingkungan,199
Fakultas Teknik,Teknik Mesin,199
Fakultas Ilmu Kelautan dan Perikanan,Kelautan,199
Fakultas Ilmu Kelautan dan Perikanan,Manajemen Sumber Daya Perairan,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Informatika,199
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,199
Program Pascasarjana,Teknik Lingkungan,199
Program Pascasarjana,Ilmu Teknik,199
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,200
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,200
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,200
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,200
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,200
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,200
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),200
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,200
Fakultas Keguruan dan Ilmu Pendidikan,Manajemen Pendidikan,200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,200
Fakultas Teknik,Teknik Elektro,200
Fakultas Teknik,Teknik Mesin,200
Fakultas Teknik,Teknik Pertambangan,200
Fakultas Teknik,Perencanaan Wilayah dan Kota,200
Fakultas Teknik,Teknik Sipil,200
Fakultas Ekonomi,Ilmu Ekonomi,200
Fakultas Ekonomi,Manajemen,200
Fakultas Ekonomi,Akuntansi,200
Fakultas Ekonomi,Ekonomi Pembangunan,200
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,200
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",200
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,200
Fakultas Hukum,Ilmu Hukum,200
Fakultas Kedokteran,Pendidikan Dokter,200
Fakultas Kedokteran,Ilmu Keperawatan,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kelautan,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Sistem Informasi,200
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,200
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,200
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,200
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Perpustakaan,200
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),200
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Perkantoran,200
Fakultas Ilmu Sosial dan Ilmu Politik,Lainnya,200
Sarjana,Keperawatan,201
Sarjana,Kesehatan Masyarakat,201
Diploma,Kebidanan,201
Diploma,Rekam Medis dan Informasi Kesehatan,201
Profesi,Ners,201
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,202
Fakultas Ilmu Pendidikan,Psikologi,202
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,202
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),202
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,202
Fakultas Ilmu Pendidikan,Administrasi Pendidikan,202
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,202
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,202
Fakultas Bahasa dan Seni,Tari,202
Fakultas Bahasa dan Seni,Desain,202
Fakultas Bahasa dan Seni,Ilmu Perpustakaan,202
Fakultas Bahasa dan Seni,Pendidikan Bahasa Indonesia,202
Fakultas Bahasa dan Seni,Sastra Indonesia,202
Fakultas Bahasa dan Seni,Pendidikan Bahasa Inggris,202
Fakultas Bahasa dan Seni,Sastra Inggris,202
Fakultas Bahasa dan Seni,Musik,202
Fakultas Bahasa dan Seni,Seni Rupa,202
Fakultas Bahasa dan Seni,Desain Komunikasi Visual (DKV),202
Fakultas Bahasa dan Seni,Kearsipan,202
Fakultas Bahasa dan Seni,Sastra Jepang,202
Fakultas Bahasa dan Seni,Keguruan & Pendidikan,202
Fakultas Ekonomi,Manajemen,202
Fakultas Ekonomi,Akuntansi,202
Fakultas Ekonomi,Ilmu Ekonomi,202
Fakultas Ekonomi,Ekonomi Pembangunan,202
Fakultas Ekonomi,Perpajakan,202
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,202
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",202
Fakultas Ilmu Keolahragaan,Ilmu Keperawatan,202
Fakultas Teknik,Teknik Mesin,202
Fakultas Teknik,Teknik Elektro,202
Fakultas Teknik,Teknik Pertambangan,202
Fakultas Teknik,Teknik Sipil,202
Fakultas Teknik,Teknik Informatika,202
Fakultas Teknik,Teknik Otomotif,202
Fakultas Teknik,Animasi,202
Fakultas Teknik,Konstruksi,202
Fakultas Teknik,Keguruan & Pendidikan,202
Fakultas Teknik,Ilmu Teknik,202
Fakultas Pariwisata dan Perhotelan,Pariwisata,202
Fakultas Pariwisata dan Perhotelan,Perhotelan,202
Fakultas Pariwisata dan Perhotelan,Rias dan Busana,202
Fakultas Pariwisata dan Perhotelan,Tata Boga,202
Fakultas Pariwisata dan Perhotelan,Lainnya,202
Fakultas Pariwisata dan Perhotelan,Manajemen Perhotelan,202
Fakultas Ilmu Sosial,Ilmu Agama Islam,202
Fakultas Ilmu Sosial,Geografi,202
Fakultas Ilmu Sosial,Keguruan & Pendidikan,202
Fakultas Ilmu Sosial,Sejarah,202
Fakultas Ilmu Sosial,Sosiologi,202
Fakultas Ilmu Sosial,Administrasi Negara (Publik),202
Fakultas Ilmu Sosial,Lainnya,202
Fakultas Ilmu Sosial,Pendidikan Geografi,202
Fakultas Matematika dan IPA,Keguruan & Pendidikan,202
Fakultas Matematika dan IPA,Fisika,202
Fakultas Matematika dan IPA,Biologi,202
Fakultas Matematika dan IPA,Matematika,202
Fakultas Matematika dan IPA,Kimia,202
Fakultas Matematika dan IPA,Pendidikan Matematika,202
Fakultas Matematika dan IPA,Statistika,202
Program Pascasarjana,Keguruan & Pendidikan,202
Program Pascasarjana,Teknologi Pendidikan,202
Program Pascasarjana,Kesehatan Lingkungan,202
Program Pascasarjana,Ilmu Lingkungan,202
Jurusan Teknologi Rekayasa Konstruksi Jalan dan Jembatan (Baik),Teknik Sipil,203
Jurusan Teknik Pertambangan,Teknik Pertambangan,203
Jurusan Teknik Mesin,Teknik Mesin,203
Jurusan Teknik Informatika,Teknik Informatika,203
Jurusan Pertanian,Pertanian,203
Jurusan Teknik Listrik,Teknik Listrik,203
Fakultas Teknik,Ilmu Teknik,204
Fakultas Teknik,Teknik Elektro,204
Fakultas Teknik,Teknik Industri,204
Fakultas Teknik,Teknik Kimia,204
Fakultas Teknik,Teknik Mesin,204
Fakultas Teknik,Teknik Pertambangan,204
Fakultas Teknik,Arsitektur,204
Fakultas Teknik,Teknik Lingkungan,204
Fakultas Teknik,Teknik Sipil,204
Fakultas Teknik,Perencanaan Wilayah dan Kota,204
Fakultas Teknik,Teknik Informatika,204
Fakultas Teknik,Kelautan,204
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,204
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,204
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,204
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,204
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,204
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,204
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),204
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Perkantoran,204
Fakultas Ilmu Sosial dan Ilmu Politik,Kearsipan,204
Fakultas Hukum,Ilmu Hukum,204
Fakultas Ekonomi dan Bisnis,Akuntansi,204
Fakultas Ekonomi dan Bisnis,Manajemen,204
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,204
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,204
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,204
Fakultas Kehutanan,Kehutanan,204
Fakultas Kedokteran,Pendidikan Dokter,204
Fakultas Kedokteran,Ilmu Keperawatan,204
Fakultas Kedokteran,Farmasi,204
Fakultas Pertanian,Agroteknologi,204
Fakultas Pertanian,Ilmu dan Teknologi Pangan,204
Fakultas Pertanian,Ilmu Tanah,204
Fakultas Pertanian,Agribisnis,204
Fakultas Pertanian,Peternakan,204
Fakultas Pertanian,Budidaya Perairan (Akuakultur),204
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Olahraga,204
Fakultas Keguruan dan Ilmu Pendidikan,Tari,204
Fakultas Keguruan dan Ilmu Pendidikan,Musik,204
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,204
Fakultas Keguruan dan Ilmu Pendidikan,Administrasi Pendidikan,204
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),204
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",204
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,204
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,204
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,204
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,204
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,204
Fakultas Keguruan dan Ilmu Pendidikan,Sosiologi,204
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Perpustakaan,204
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Komputer,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Sistem Informasi,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kelautan,204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Lingkungan,204
Ekonomi dan Bisnis Islam,Ekonomi Syariah,205
Ekonomi dan Bisnis Islam,Perbankan Syariah,205
Ekonomi dan Bisnis Islam,Akuntansi Syariah,205
Ekonomi dan Bisnis Islam,Manajemen Zakat dan Wakaf,205
"Usluhuddin, Adab, dan Dakwah",Ilmu Al-Qur'an dan Tafsir,205
"Usluhuddin, Adab, dan Dakwah",Sejarah Peradaban Islam,205
"Usluhuddin, Adab, dan Dakwah",Bimbingan Konseling Islam,205
"Usluhuddin, Adab, dan Dakwah",Komunikasi dan Penyiaran Islam,205
Syariah,Hukum Keluarga Islam,205
Syariah,Hukum Ekonomi Syariah,205
Syariah,Hukum Tata Negara,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Agama Islam,205
Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan Islam,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Guru Madrasah Ibtidaiyah,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Islam Anak Usia Dini,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Inggris,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Arab,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Fisika,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Biologi,205
Tarbiyah dan Ilmu Keguruan,Pendidikan Profesi Guru Keagamaan,205
Pascasarjana,Manajemen Pendidikan Islam,205
Pascasarjana,Hukum Keluarga,205
Pascasarjana,Ekonomi Syariah,205
Pascasarjana,Pendidikan Agama Islam,205
Pascasarjana,Pendidikan Bahasa Arab,205
Fakultas Ekonomi dan Bisnis,Perbankan,207
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,207
Fakultas Ushuluddin dan Dakwah,Ilmu Komunikasi,207
Fakultas Ushuluddin dan Dakwah,Ilmu Agama Islam,207
Fakultas Ushuluddin dan Dakwah,Filsafat,207
Fakultas Ushuluddin dan Dakwah,Sosiologi,207
Fakultas Ushuluddin dan Dakwah,Ilmu Politik,207
Fakultas Ushuluddin dan Dakwah,Lainnya,207
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,207
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,207
Fakultas Ilmu Tarbiyah dan Keguruan,Ilmu Agama Islam,207
Fakultas Ilmu Tarbiyah dan Keguruan,Keguruan & Pendidikan,207
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),207
Fakultas Ilmu Tarbiyah dan Keguruan,Manajemen Pendidikan,207
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Arab,207
Fakultas Syariah,Ilmu Hukum,207
Fakultas Politik Pemerintahan,Ilmu Politik,208
Fakultas Politik Pemerintahan,Sekolah Kedinasan,208
Fakultas Politik Pemerintahan,Ilmu Pemerintahan,208
Fakultas Manajemen Pemerintahan,Ilmu Administrasi,208
Fakultas Manajemen Pemerintahan,Manajemen,208
Fakultas Manajemen Pemerintahan,Manajemen Keuangan,208
Fakultas Manajemen Pemerintahan,Lainnya,208
Program Pascasarjana,Ilmu Pemerintahan,208
Fakultas Hukum Tata Pemerintahan,Ilmu Pemerintahan,208
Fakultas Hukum Tata Pemerintahan,Ilmu Hukum,208
"Sains, Teknologi, dan Industri",Sistem dan Teknologi Informasi,209
"Sains, Teknologi, dan Industri",Rekayasa Perangkat Lunak.,209
Ekonomi dan Bisnis,Ekonomi Pembangunan,209
Ekonomi dan Bisnis,Akuntansi,209
Ekonomi dan Bisnis,Manajemen,209
Fakultas Ilmu Sosial dan Hukum,Ilmu Administrasi,210
Fakultas Ilmu Sosial dan Hukum,Ilmu Hukum,210
Fakultas Ilmu Sosial dan Hukum,Ilmu Komunikasi,210
Fakultas Ilmu Sosial dan Hukum,Geografi,210
Fakultas Ilmu Sosial dan Hukum,Sejarah,210
Fakultas Ilmu Sosial dan Hukum,Sosiologi,210
Fakultas Ilmu Sosial dan Hukum,Administrasi Negara (Publik),210
Fakultas Ilmu Sosial dan Hukum,Keguruan & Pendidikan,210
Fakultas Ilmu Sosial dan Hukum,Pendidikan Geografi,210
Fakultas Bahasa dan Seni,Pendidikan Bahasa Indonesia,210
Fakultas Bahasa dan Seni,Pendidikan Bahasa Inggris,210
Fakultas Bahasa dan Seni,Seni Rupa,210
Fakultas Bahasa dan Seni,Tari,210
Fakultas Bahasa dan Seni,Teater & Drama,210
Fakultas Bahasa dan Seni,Sastra & Bahasa Asing,210
Fakultas Bahasa dan Seni,Sastra & Bahasa Daerah,210
Fakultas Bahasa dan Seni,Sastra Indonesia,210
Fakultas Bahasa dan Seni,Sastra Inggris,210
Fakultas Bahasa dan Seni,Desain Komunikasi Visual (DKV),210
Fakultas Bahasa dan Seni,Musik,210
Fakultas Bahasa dan Seni,Desain Grafis,210
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,210
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",210
Fakultas Teknik,Rias dan Busana,210
Fakultas Teknik,Teknik Elektro,210
Fakultas Teknik,Sistem Informasi,210
Fakultas Teknik,Teknik Mesin,210
Fakultas Teknik,Teknik Sipil,210
Fakultas Teknik,Gizi,210
Fakultas Teknik,Teknik Informatika,210
Fakultas Teknik,Keguruan & Pendidikan,210
Fakultas Teknik,Manajemen Informatika,210
Fakultas Teknik,Tata Boga,210
Fakultas Teknik,Konstruksi,210
Fakultas Teknik,Lainnya,210
Fakultas Ekonomi,Manajemen,210
Fakultas Ekonomi,Ilmu Administrasi,210
Fakultas Ekonomi,Ilmu Ekonomi,210
Fakultas Ekonomi,Administrasi Bisnis (Niaga),210
Fakultas Ekonomi,Akuntansi,210
Fakultas Ekonomi,Administrasi Perkantoran,210
Fakultas Ekonomi,Ekonomi Syariah,210
Fakultas Ilmu Pendidikan,Psikologi,210
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,210
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,210
Fakultas Ilmu Pendidikan,Manajemen Pendidikan,210
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,210
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),210
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,210
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,210
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,210
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,210
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,210
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,210
Program Pascasarjana,Pendidikan Matematika,210
Program Pascasarjana,Pendidikan Olahraga,210
Program Pascasarjana,Sastra & Bahasa Asing,210
Program Pascasarjana,Sastra & Bahasa Daerah,210
Program Pascasarjana,Manajemen Pendidikan,210
Program Pascasarjana,Teknologi Pendidikan,210
Program Pascasarjana,Keguruan & Pendidikan,210
Program Pascasarjana,Manajemen,210
Program Pascasarjana,Geografi,210
Program Pascasarjana,Bimbingan dan Konseling,210
Program Pascasarjana,Ilmu Ekonomi,210
Program Pascasarjana,Pendidikan Guru Sekolah Dasar,210
Program Pascasarjana,Pendidikan Luar Sekolah,210
