quipper_institution_code,email,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
159,humas@untag-sby.ac.id,Universitas 17 Agustus 1945 (Untag) Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-17-agustus-1945-surabaya,Rp900.000-Rp1.300.000 per bulan,14845,374,"{""website"": ""www.untag-sby.ac.id"", ""email"": ""humas@untag-sby.ac.id"", ""phone"": ""031-5931800""}","Universitas 17 Agustus 1945 (Untag) Surabaya berdiri pada tahun 1958 dengan nama Akademi Administrasi Negara dan Niaga (AANN) Surabaya. Lalu, pada tahun 1962, AANN digabung dengan Universitas 17 Agustus 1945 Jakarta menjadi Akademi Administrasi Negara dan Niaga Universitas 1945 Cabang Surabaya (AKADIANN). Dengan terbentuknya Yayasan Perguruan 17 Agustus 1945 Surabaya, pada tahun 1966, Untag Surabaya resmi memisahkan diri dan tidak lagi menjadi cabang dari Universitas 17 Agustus 1945 Jakarta. Saat ini, Untag Surabaya telah terakreditasi A oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dan menyediakan 7 fakultas dengan berbagai macam bidang keilmuan.",{}
160,sekretariat@stikvinc.ac.id,STIKES Katolik St. Vincentius A Paulo (STIKVINC) Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-katolik-st-vincentius-a-paulo-stikvinc-surabaya,Rp5.775.000-Rp6.275.000 per semester,588,31,"{""website"": ""www.stikvinc.ac.id"", ""email"": ""sekretariat@stikvinc.ac.id"", ""phone"": ""+62315612220""}","STIKES Katolik St. Vincentius A Paulo (STIKVINC) Surabaya berdiri atas dasar banyaknya pasien di Rumah Sakit Katolik St. Vincentius a Paulo Surabaya (RKZ) sehingga jumlah perawat kurang. Pada tahun 1954, para suster membuka Sekolah Pendidikan Perawat, sekolah inilah yang menjadi cikal bakal berdirinya STIKVINC atau dikenal juga dengan STIKES RKZ Surabaya.",{}
161,info@uds.ac.id,Universitas dr. Soebandi,Universitas Swasta,https://campus.quipper.com/directory/universitas-dr-soebandi,Rp1.500.000-Rp8.050.000 per semester,2306,87,"{""website"": ""www.uds.ac.id"", ""email"": ""info@uds.ac.id"", ""phone"": ""0331-483536""}","Awal mula berdirinya, kampus ini bernama Sekolah Tinggi Ilmu Kesehatan (STIKES) Bhakti Negara di bawah naungan Yayasan Pendidikan Jember International School. Berbekal restu dari ahli waris keluarga dr. Soebandi yaitu putri ketiganya yang bernama dr. Widorini, Yayasan Jember International School mengajukan perubahan nama kepada Ditjen Dikti dari STIKES Bhakti Negara menjadi STIKES dr. Soebandi sebagai bentuk penghargaan kepada pahlawan Jember tersebut. Di tahun 2018, Akademi Kebidanan dr. Soebandi yang diselenggarakan oleh Yayasan Nasional Amanah Bangsa memutuskan untuk bergabung dengan STIKES dr. Soebandi. Berselang dua tahun kemudian tepatnya di tahun 2020, kampus ini resmi bertransformasi menjadi Universitas dr. Soebandi.",{}
162,pnkkupang@gmail.com,Politeknik Negeri Kupang,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-kupang,Kisaran Rp2.000.000 per semester,6164,215,"{""website"": ""www.pnk.ac.id"", ""email"": ""pnkkupang@gmail.com"", ""phone"": ""0380-881245, 0380-881246""}","Saat awal didirikan pada tahun 1985, politeknik ini bernama Politeknik Undana Kupang yang berada di bawah naungan Universitas Nusa Cendana. Barulah di tahun 2004, kampus ini secara resmi melepaskan diri dan berdiri sebagai Politeknik Negeri Kupang. Sebagai lembaga pendidikan profesional, para calon staf pengajar Politeknik Negeri Kupang diwajibkan mengikuti pendidikan kursus selama 10 bulan di Pusat Pengembangan Pendidikan Politeknik Bandung untuk menyeragamkan pola pembelajaran program pendidikan politeknik di seluruh Indonesia.",{}
163,stkiph@hikmahuniversity.ac.id,STKIP Al Hikmah Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-al-hikmah-surabaya,Rp4.000.000 kisaran per semester,260,32,"{""website"": ""www.hikmahuniversity.ac.id"", ""email"": ""stkiph@hikmahuniversity.ac.id"", ""phone"": ""089612356442""}","STKIP Al Hikmah Surabaya mulai beroperasi sebagai perguruan tinggi sejak 18 September 2013 dan berada di bawah naungan Yayasan Lembaga Pendidikan Islam Al Hikmah Surabaya. Meski tergolong baru, kampus ini memiliki semangat yang besar untuk membantu para pejuang pendidikan memperoleh pembelajaran berkualitas. Dengan slogan ""Berakhlak, Nasionalis, dan Profesional"", STKIP Al Hikmah Surabaya memiliki visi dan misi untuk mencetak pendidik muslim yang berakhlak karimah dan memiliki kompetensi keguruan yang kompetitif.",{}
164,pmb.itn@scholar.itn.ac.id,Institut Teknologi Nasional Malang,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-nasional-malang,Rp5.000.000-Rp11.325.000 per semester,5212,201,"{""website"": ""www.itn.ac.id"", ""email"": ""pmb.itn@scholar.itn.ac.id"", ""phone"": ""0341-551431, 0341-417636""}","Institut Teknologi Nasional Malang bermula dari Akademi Teknik Nasional (ATN) Malang yang didirikan oleh Yayasan Pendidikan Umum dan Teknologi Nasional (YPUTN) Malang di tahun 1969. Berdasarkan keputusan Menteri Pendidikan dan Kebudayaan No. 0104/0/1983 yang diterima pada tahun 1983, akademi tersebut kemudian dikembangkan menjadi Institut Teknologi Nasional Malang yang terdiri dari 2 fakultas yaitu Fakultas Teknologi Industri (FTI) dan Fakultas Teknik Sipil dan Perencanaan (FTSP).",{}
165,info@mputantular.ac.id,Universitas Mpu Tantular,Universitas Swasta,https://campus.quipper.com/directory/universitas-mpu-tantular,Rp4.375.000 - Rp6.962.000 per semester,2102,110,"{""website"": ""www.mputantular.ac.id"", ""email"": ""info@mputantular.ac.id"", ""phone"": ""021-8506707""}","Universitas Mpu Tantular (UMT) merupakan perguruan tinggi swasta yang didirikan pada tahun 1984 dan telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Saat ini, UMT memiliki 4 fakultas dengan 12 program studi yang terdiri atas berbagai macam bidang keilmuan seperti Akuntansi, Manajemen, Ilmu Hukum, Ilmu Komunikasi, Arsitektur, Teknik Industri, Teknik Mesin, Teknik Elektro, Teknik Sipil, dan Teknik Informatika. Selain itu, UMT juga menyediakan program kuliah kelas karyawan serta kuliah daring atau blended.",{}
166,info@budiluhur.ac.id,Universitas Budi Luhur (UBL),Universitas Swasta,https://campus.quipper.com/directory/universitas-budi-luhur,Rp11.500.000 per semester,10772,445,"{""website"": ""www.budiluhur.ac.id"", ""email"": ""info@budiluhur.ac.id"", ""phone"": ""021-5853753""}","Universitas Budi Luhur adalah hasil integrasi antara Sekolah Tinggi Manajemen Informatika dan Komputer Budi Luhur, Sekolah Tinggi Ilmu Ekonomi Budi Luhur, Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Budi Luhur, dan Sekolah Tinggi Teknik Budi Luhur. Universitas Budi Luhur juga menjalin kerja sama dengan lembaga pendidikan luar negeri, lho, misalnya dengan Hoogeschool Zeeland, University of Canberra, dan Guizhou University of Finance and Economic.",{}
167,info@iakntoraja.ac.id,Institut Agama Kristen Negeri Toraja,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-toraja,Rp400.000-Rp2.000.000 per semester,5073,92,"{""website"": ""www.iakntoraja.ac.id"", ""email"": ""info@iakntoraja.ac.id"", ""phone"": ""0423-24620""}","Cikal bakal Institut Agama Kristen Negeri (IAKN) Toraja adalah Sekolah Tinggi Teologia Rantepao (STT Rantepao) yang didirikan oleh Gereja Toraja pada tanggal 1 Oktober 1964 melalui Yayasan Pendidikan Teologi Gereja Toraja (YPTh). Pendirian STT Rantepao berawal dari upaya Gereja Toraja untuk meningkatkan kebutuhan tenaga pelayan dan pendidik di beberapa gereja Kristen Protestan, pemerintahan, dan swasta. Seiring berjalannya waktu, pengelolaan STT Rantepao diserahkan kepada Departemen Agama untuk diproses menjadi Sekolah Sekolah Tinggi Agama Kristen Negeri (STAKN) Toraja berdasarkan Keppres No. 27 Tahun 2004 tanggal 12 April 2004. Setelah beroperasi selama 16 tahun, STAKN Toraja akhirnya resmi beralih bentuk menjadi IAKN Toraja di tahun 2020.",{}
168,info@poltekkesjkt2.ac.id,Politeknik Kesehatan Kementerian Kesehatan Jakarta II,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-kementerian-kesehatan-jakarta-ii,Rp6.000.000 per semester,2126,149,"{""website"": ""http://www.poltekkesjkt2.ac.id/"", ""email"": ""info@poltekkesjkt2.ac.id"", ""phone"": ""021-7397641, 021-7397643""}","Ilmu kesehatan merupakan salah satu disiplin ilmu yang memiliki turunan yang cukup banyak. Pada Politeknik Kesehatan Kementerian Kesehatan Jakarta II, penjurusan ilmu kesehatan terbagi ke dalam jenjang D3 dan jenjang D4. Ragam pilihan program studi ini menjadikan kampus ini sebagai pilihan tepat untuk menempuh pendidikan apabila nantinya Quipperian ingin berkarier di bidang kesehatan.",{}
