institution_name,institution_code,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
UNIVERSITAS AHMAD DAHLAN,378,SWASTA,https://campus.quipper.com/directory/universitas-ahmad-dahlan,24507.0,742.0,"{""website"": ""www.uad.ac.id"", ""email"": ""info@uad.ac.id"", ""phone"": ""0274 - 563515, 511830, 379418, 371120""}","Universitas Ahmad Dahlan merupakan pengembangan dari Institut Keguruan dan Ilmu Pendidikan  Muhammadiyah Yogyakarta. Kampus ini menyelenggarakan pendidikan akademik untuk jenjang diploma, sarjana, dan pascasarjana. Saat ini, Universitas Ahmad Dahlan memiliki 11 fakultas dengan lebih dari 50 pilihan program studi yang telah terakreditasi A dan B pada umumnya.",8000000.0,8000000.0,22000000.0,16000000.0,16000000.0,22000000.0,"Jalan Kapas No 9 Semaki, KOTA YOGYAKARTA",DI YOGYAKARTA,A,quipper-299,pddikti-2593,rencanamu-95,banpt-2503
SEKOLAH TINGGI ILMU KESEHATAN HOLISTIK,379,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stikesholistic.ac.id/"", ""email"": ""stikes@holisticindonesia.com"", ""phone"": ""0264-8227553 / 0264-8223477""}",-,8000000.0,7000000.0,9000000.0,16000000.0,14000000.0,18000000.0,"Jl. Terusan Kapten Halim KM.09  Desa Salammulya  Pondoksalam, KABUPATEN PURWAKARTA",JAWA BARAT,BAIK,-,pddikti-726,-,banpt-2867
SEKOLAH TINGGI ILMU KESEHATAN RS PROF. DR. J.A. LATUMETEN,380,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikes-latumeten.ac.id"", ""email"": ""admstikeslatumeten@gmail.com"", ""phone"": """"}",-,8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0,KOTA AMBON,MALUKU,BAIK,-,pddikti-1458,-,banpt-183
UNIVERSITAS WIDYA NUSANTARA,381,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uwn.ac.id"", ""email"": ""office@uwn.ac.id"", ""phone"": """"}",-,7875000.0,1750000.0,14000000.0,15750000.0,3500000.0,28000000.0,KOTA PALU,SULAWESI TENGAH,BAIK SEKALI,-,pddikti-205,-,banpt-391
UNIVERSITAS MUHAMMADIYAH PALOPO,382,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""institusi@umpalopo.ac.id"", ""phone"": """"}",-,7800000.0,750000.0,14850000.0,15600000.0,1500000.0,29700000.0,KOTA PALOPO,SULAWESI SELATAN,BAIK SEKALI,-,pddikti-1010,-,banpt-1570
UNIVERSITAS BHAMADA SLAWI,383,SWASTA,-,-1.0,-1.0,"{""website"": ""https://bhamada.ac.id/"", ""email"": ""universitasbhamada@gmail.com"", ""phone"": ""6197570 / 6197571 / 0283 6198450""}",-,7755000.0,3150000.0,12360000.0,15510000.0,6300000.0,24720000.0,KABUPATEN TEGAL,JAWA TENGAH,BAIK SEKALI,-,pddikti-2555,-,banpt-1696
UNIVERSITAS MUHAMMADIYAH ACEH,384,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-aceh,5808.0,168.0,"{""website"": ""www. unmuha.ac.id"", ""email"": ""rektorat@unmuha.ac.id"", ""phone"": ""0651-31583 / 0651-34092""}","Universitas Muhammadiyah Aceh atau biasa disebut Unmuha merupakan salah satu perguruan tinggi swasta di kota Banda Aceh. Unmuha berdiri pada tanggal 11 Maret 1987, memiliki moto yaitu moralitas dan intelektualitas. Saat ini, Unmuha memiliki enam fakultas yaitu hukum, ekonomi, teknik, agama Islam, kesehatan masyarakat, dan psikologi.",7752500.0,7000000.0,13500000.0,15505000.0,14000000.0,27000000.0,"Jalan Muhammadiyah No 91 Desa Batoh  Kecamatan Lueng Bata, KOTA BANDA ACEH",ACEH,BAIK SEKALI,quipper-591,pddikti-1165,-,banpt-1930
STIKES SUAKA INSAN,385,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stikessuakainsan.ac.id"", ""email"": ""stikes.bjm@gmail.com"", ""phone"": ""0511-3361654 / 0511-3361654""}",-,7750000.0,2400000.0,13100000.0,15500000.0,4800000.0,26200000.0,"Jalan Haji Zafri Zam Zam No 08, KOTA BANJARMASIN",KALIMANTAN SELATAN,BAIK,-,pddikti-1996,-,banpt-2007
UNIVERSITAS KATOLIK SOEGIJAPRANATA,386,SWASTA,https://rencanamu.id/cari-kampus/universitas-katolik-soegijapranata,5069.0,5069.0,Tel: +6224 844 1555,"Quipperian, tahukah kamu bahwa menurut penilaian yang dilakukan oleh Kementerian Riset, Teknologi, dan Pendidikan Tinggi , Universitas Katolik Soegijapranata  adalah salah satu universitas swasta terbaik di Indonesia. Selain itu, menurut Badan Akreditasi Nasional Perguruan Tinggi , Unika juga merupakan universitas swasta pertama di Jawa Tengah yang mendapat akreditasi A. Dulu, Unika bernama Institut Teknologi Katolik Semarang dan merupakan pengembangan dari Universitas Katolik Indonesia Atmajaya Cabang Semarang.",7750000.0,7750000.0,62000000.0,15500000.0,15500000.0,62000000.0,"Jalan Pawiyatan Luhur IV/1, KOTA SEMARANG",JAWA TENGAH,A,quipper-79,pddikti-648,rencanamu-169,banpt-2589
UNIVERSITAS SAHID,387,SWASTA,https://campus.quipper.com/directory/universitas-sahid,4148.0,127.0,"{""website"": ""www.usahid.ac.id"", ""email"": ""daftar@usahid.ac.id"", ""phone"": ""83785303/304, 8312813/15 ext 104""}","Universitas Sahid  merupakan perguruan tinggi yang didirikan pada 14 Maret 1988. Usahid menyelenggarakan berbagai jenjang pendidikan mulai dari diploma hingga profesi. Adapun program studi yang disediakan antara lain D3 Broadcasting , S1 Manajemen, S1 Teknik Lingkungan, S1 Gizi, dan S3 Ilmu Komunikasi. Silakan simak informasi berikut, untuk mengetahui lebih banyak hal terkait kampus ini!",7725000.0,4850000.0,10600000.0,15450000.0,9700000.0,21200000.0,"Jl Prof Dr Soepomo Sh No 84, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,UNGGUL,quipper-15,pddikti-315,-,banpt-63
SEKOLAH TINGGI ILMU KESEHATAN KEPANJEN,388,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-kepanjen,598.0,31.0,"{""website"": ""www.stikeskepanjen-pemkabmalang.ac.id"", ""email"": ""stikeskpj@stikeskepanjen-pemkabmalang.ac.id"", ""phone"": ""0341-397644""}","Awal berdirinya Sekolah Tinggi Ilmu Kesehatan Kepanjen dimulai dari pengembangan Sekolah Perawat Kesehatan  Kepanjen. SPK Kepanjen berdiri pada 1 Oktober 1985 yang diawali dari kelas Ekstensi SPK Depkes Celaket Malang, ketika itu berada di bawah pembinaan Rumah Sakit Umum Kanjuruhan Kepanjen. Seiring bertambahnya kebutuhan tenaga kesehatan yang menuntut peningkatan jenjang pendidikan bagi tenaga profesi keperawatan, kemudian status SPK Kepanjen berubah menjadi Akademi Keperawatan Kabupaten Malang pada tahun 1998. Barulah di tahun 2009, kampus ini resmi berubah bentuk menjadi Sekolah Tinggi Ilmu Kesehatan Kepanjen.",7725000.0,3950000.0,11500000.0,15450000.0,7900000.0,23000000.0,-,JAWA TIMUR,BAIK SEKALI,quipper-42,-,-,banpt-1697
UNIVERSITAS ISLAM BALITAR,389,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-balitar,-1.0,-1.0,"{""website"": ""www.unisbablitar.ac.id"", ""email"": ""lembaga@unisbablitar.ac.id"", ""phone"": ""0342-813145 / 0342-813145""}",-,7687500.0,250000.0,15125000.0,15375000.0,500000.0,30250000.0,"Jalan Majapahit No 4, KOTA BLITAR",JAWA TIMUR,B,-,pddikti-555,rencanamu-145,banpt-1814
SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK,390,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikespid.ac.id"", ""email"": ""pelitailmu@ymail.com"", ""phone"": ""021-7409559""}",-,7650000.0,4500000.0,10800000.0,15300000.0,9000000.0,21600000.0,"Kota Depok, KOTA DEPOK",JAWA BARAT,BAIK,-,pddikti-1273,-,banpt-1239
UNIVERSITAS HALMAHERA,391,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uniera.ac.id"", ""email"": ""info@uniera.ac.id"", ""phone"": ""0924-2622408 / 0924-2621837""}",-,7630000.0,960000.0,14300000.0,15260000.0,1920000.0,28600000.0,"Kompleks UNIERA  Jl. Wari Raya  Tobelo - Maluku Utara, KABUPATEN HALMAHERA UTARA",MALUKU UTARA,BAIK SEKALI,-,pddikti-33,-,banpt-3607
STIKES MAMBA UL ULUM SURAKARTA,392,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikesmus.ac.id"", ""email"": ""info@stikesmus.ac.id"", ""phone"": ""0271858172 / 0271858176""}",-,7625000.0,1000000.0,14250000.0,15250000.0,2000000.0,28500000.0,"Jl. Ring Road Utara Tawangsari  Mojosongo  Jebres, KOTA SURAKARTA",JAWA TENGAH,B,-,pddikti-2451,-,banpt-2122
SEKOLAH TINGGI TEKNOLOGI PEKERJAAN UMUM,393,SWASTA,-,-1.0,-1.0,"{""website"": ""https://sttpu.ac.id/"", ""email"": ""sekretariat@sttpu.ac.id"", ""phone"": ""38851109""}",-,7612500.0,400000.0,14825000.0,15225000.0,800000.0,29650000.0,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,BAIK,-,pddikti-684,-,banpt-12
STIKES BHAKTI MULIA,394,SWASTA,https://campus.quipper.com/directory/stikes-bhakti-mulia,169.0,19.0,"{""website"": ""www.stikesbhaktimulia.ac.id"", ""email"": ""stikesbhaktimulia@gmail.com"", ""phone"": ""0354 395455 / 0354 395455""}","Sekolah Tinggi Ilmu Kesehatan  Bhakti Mulia merupakan perguruan tinggi yang didirikan oleh Yayasan Pendidikan Bhakti Mulia pada tahun 2006. Saat awal berdiri, kampus ini hanya membuka dua program studi yaitu Profesi Ners dan D3 Kebidanan. Namun, seiring berjalannya waktu, STIKES Bhakti Mulia menambah program studi dan jenjang pendidikan baru yaitu Sarjana Ilmu Keperawatan.",7600000.0,6500000.0,13200000.0,15200000.0,13000000.0,26400000.0,"Jalan Matahari 1 Tulungrejo  Pare, KABUPATEN KEDIRI",JAWA TIMUR,BAIK,quipper-164,pddikti-310,-,banpt-2009
UNIVERSITAS NAZHATUT THULLAB AL-MUAFA SAMPANG,395,SWASTA,-,-1.0,-1.0,"{""website"": ""unt.ac.id"", ""email"": ""unt-almuafa@unt.ac.id"", ""phone"": """"}",-,7600000.0,850000.0,14350000.0,15200000.0,1700000.0,28700000.0,KABUPATEN SAMPANG,JAWA TIMUR,BAIK,-,pddikti-999,-,banpt-1297
UNIVERSITAS TEKNOLOGI AKBA MAKASSAR,396,SWASTA,-,-1.0,-1.0,"{""website"": ""https://unitama.ac.id"", ""email"": ""info@akba.ac.id"", ""phone"": ""+62411588371 / +62411588371""}",-,7595000.0,200000.0,14990000.0,15190000.0,400000.0,29980000.0,KOTA MAKASSAR,SULAWESI SELATAN,BAIK,-,pddikti-1267,-,banpt-2879
INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,397,SWASTA,-,-1.0,-1.0,"{""website"": ""swadharma.ac.id"", ""email"": ""info@swadharma.ac.id"", ""phone"": ""021-6915209/10 / 021-6915212""}",-,7580000.0,300000.0,14860000.0,15160000.0,600000.0,29720000.0,"Jalan Malaka No 3, KOTA JAKARTA BARAT",D.K.I. JAKARTA,BAIK,-,pddikti-1557,-,banpt-3272
UNIVERSITAS MARITIM AMNI,398,SWASTA,-,-1.0,-1.0,"{""website"": ""https://unimar-amni.ac.id"", ""email"": ""info@unimar-amni.ac.id"", ""phone"": ""024-6710486 / 024- 6714 745""}",-,7550000.0,100000.0,15000000.0,15100000.0,200000.0,30000000.0,KOTA SEMARANG,JAWA TENGAH,BAIK SEKALI,-,pddikti-1437,-,banpt-3091
SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,399,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stikeshangtuah-sby.ac.id/"", ""email"": ""info@stikeshangtuah-sby.ac.id"", ""phone"": ""031-8411721 / 031-8411721""}",-,7525000.0,4650000.0,10400000.0,15050000.0,9300000.0,20800000.0,"Jalan Gadung No 1   SURABAYA, KOTA SURABAYA",JAWA TIMUR,BAIK,-,pddikti-2104,-,banpt-1935
STIKES WIRA MEDIKA BALI,400,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikeswiramedika.ac.id"", ""email"": ""info@stikeswiramedika.ac.id"", ""phone"": ""0361427699 / 0361427699""}",-,7500000.0,1.0,15000000.0,15000001.0,2.0,30000000.0,"Jalan Kecak No. 9A, KOTA DENPASAR",BALI,BAIK SEKALI,-,pddikti-1408,-,banpt-671
SEKOLAH TINGGI ILMU KESEHATAN PAMENTAS,401,SWASTA,-,-1.0,-1.0,"{""website"": ""stikespamentas.ac.id"", ""email"": ""stikespamentasjakarta@gmail.com"", ""phone"": ""021-27819362""}",-,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0,"Jalan Pertanian Raya No 1 Lebak Bulus, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,BAIK,-,pddikti-2013,-,banpt-698
SEKOLAH TINGGI BAHASA ASING JIA,402,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-bahasa-asing-jia,700.0,30.0,"{""website"": ""www.stba-jia.ac.id"", ""email"": ""info.mail@stba-jia.ac.id"", ""phone"": ""0822 4646 2727 ""}","Di tengah perkembangan dunia bisnis yang semakin mengglobal, kemampuan untuk berkomunikasi dalam bahasa yang sama merupakan prasyarat yang tidak dapat dielakkan, Quipperian. Melalui jurusan Bahasa dan Sastra STBA JIA yang didukung oleh dosen yang didatangkan dari luar negeri, kamu memiliki kesempatan untuk mempelajari keterampilan bahasa asing serta budayanya, sekaligus melatih kemampuan berfikir analitis dan logis.  Kampus yang didirikan sejak tahun 2000 dengan SK Mendiknas 90/D/O/2000 ini, menyediakan program diploma tiga  dan strata satu , Quipperian. Semua program studi yang tersedia telah terakreditasi oleh BAN-PT  dengan peringkat Sangat Baik. Sudah jelas terjamin, bukan?",7500000.0,7500000.0,11775000.0,15000000.0,15000000.0,23550000.0,"Jl. Cut Muthia No. 30 KOTAMADYA BEKASI, KOTA BEKASI",JAWA BARAT,BAIK,quipper-270,pddikti-135,-,banpt-2090
INSTITUT KESEHATAN INDONESIA,403,SWASTA,https://campus.quipper.com/directory/institut-kesehatan-indonesia,230.0,42.0,"{""website"": ""www.ikijakarta.ac.id"", ""email"": ""ikijakarta2@gmail.com"", ""phone"": ""021-45858899""}","Bagi kamu yang ingin melanjutkan studi pada bidang kesehatan, tentu Institut Kesehatan Indonesia adalah pilihan yang tepat. Kampus ini merupakan perguruan tinggi pertama di Indonesia yang berbasis riset bidang kesehatan lho, Quipperian! Didukung oleh tenaga pengajar profesional lulusan Profesor, Doktor, dan Magister yang berpengalaman dari Universitas terkemuka di seluruh Indonesia serta sarana dan prasarana pendidikan yang handal dengan fasilitas kampus yang strategis dan didukung dengan alat bantu belajar mengajar serta media pembelajaran yang lengkap dan canggih, tentu mutu dan kualitas pembelajarannya tidak perlu diragukan lagi ya, Quipperian! Pengembangan mutu pendidikan juga dilakukan dengan menambah program studi. Institut Kesehatan Indonesia akan segera membuka program studi Kedokteran yang mana akan menambah referensi kamu dalam memilih jurusan di kampus ini. Yuk kita simak info lengkapnya berikut ini!",7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0,-,DKI JAKARTA,BAIK,quipper-353,-,-,banpt-3093
SEKOLAH TINGGI ILMU KESEHATAN CIANJUR,404,SWASTA,-,-1.0,-1.0,"{""website"": ""stikescianjur.ac.id"", ""email"": ""stikescianjur2022@gmail.com"", ""phone"": ""0263271283""}",-,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0,KABUPATEN CIANJUR,JAWA BARAT,BAIK,-,pddikti-1727,-,banpt-1354
SEKOLAH TINGGI ILMU KEPERAWATAN PPNI JAWA BARAT,405,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stikep-ppnijabar.ac.id/"", ""email"": ""stikepppnijawabarat@gmail.com"", ""phone"": ""022-612-19-14 / 022-612-19-14""}",-,7500000.0,7000000.0,8000000.0,15000000.0,14000000.0,16000000.0,"Jalan Pasteur No 21, KOTA BANDUNG",JAWA BARAT,TERAKREDITASI,-,pddikti-1016,-,banpt-151
UNIVERSITAS ALIFAH PADANG,406,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,7500000.0,1000000.0,14000000.0,15000000.0,2000000.0,28000000.0,KOTA PADANG,SUMATERA BARAT,BAIK SEKALI,-,pddikti-1839,-,banpt-170
SEKOLAH TINGGI HUKUM BANDUNG,407,SWASTA,https://rencanamu.id/cari-kampus/sekolah-tinggi-hukum-bandung,1611.0,39.0,"{""website"": ""www.sthb.ac.id"", ""email"": ""humas@sthb.ac.id"", ""phone"": ""022-4203236 / 022-4203236""}","Pada tahun 1976, Fakultas Hukum Universitas Bandung berkembang menjadi kampus mandiri yang bernama Sekolah Tinggi Hukum Bandung . STHB terus mengalami pekembangan dan sampai saat ini STHB mampu menjadi salah satu kampus Ilmu Hukum swasta terbaik di Indonesia. Quipperian yang tertarik belajar di bidang hukum, STHB adalah tempat yang tepat.",7500000.0,7500000.0,50000000.0,15000000.0,15000000.0,50000000.0,"Jalan Cihampelas No 8, KOTA BANDUNG",JAWA BARAT,A,quipper-462,pddikti-2022,rencanamu-57,banpt-3968
SEKOLAH TINGGI ILMU KESEHATAN KESDAM IV / DIPONEGORO,408,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stikeskesdam4dip.ac.id"", ""email"": ""info@stikeskesdam4dip.ac.id"", ""phone"": ""3550658 / 3550658""}",-,7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0,"Jl. HOS Cokroaminoto No.4 - 5  Kelurahan Barusari  Kecamatan Semarang Selatan  Kota Semarang  Jawa Tengah, KOTA SEMARANG",JAWA TENGAH,BAIK,-,pddikti-796,-,banpt-1758
SEKOLAH TINGGI MANAJEMEN RISIKO DAN ASURANSI,409,SWASTA,https://rencanamu.id/cari-kampus/sekolah-tinggi-manajemen-risiko-dan-asuransi,273.0,273.0,"{""website"": ""www.stimra.ac.id"", ""email"": ""info@stimra.ac.id"", ""phone"": ""0214894723 / 0214700023""}",-,7500000.0,5500000.0,9500000.0,15000000.0,11000000.0,19000000.0,"Pusat Perkantoran Pulomas Blok III Kav. 8 14 15 16 Jl. Perintis Kemerdekaan Jaka, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,C,-,pddikti-2470,rencanamu-69,banpt-2411
UNIVERSITAS PEMBANGUNAN PANCA BUDI,410,SWASTA,https://campus.quipper.com/directory/universitas-pembangunan-panca-budi,14508.0,288.0,"{""website"": ""www.pancabudi.ac.id"", ""email"": ""unpab@pancabudi.ac.id"", ""phone"": ""061-8455571""}","Ada yang unik dari sejarah Universitas Pembangunan Panca Budi . Unpab dulunya adalah sebuah sekolah untuk belajar ilmu metafisika yang didirikan pada 1956, oleh Prof. Dr. H. Kadirun Yahya. Dulu, Unpab bernama Sekolah Tinggi Metafisika. Unpab yang resmi berdiri pada 19 Desember 1961 ini memiliki visi untuk menjadi perguruan tinggi swasta yang terkemuka berbasis religius dalam mengembangkan IPTEK yang bermanfaat bagi kemaslahatan umat. Menarik, ya!",7500000.0,7500000.0,18500000.0,15000000.0,15000000.0,18500000.0,"Jl. Jend. Gatot Subroto Km 4 5 Sie Sikambing Medan 20122, KOTA MEDAN",SUMATERA UTARA,B,quipper-394,pddikti-1573,rencanamu-241,banpt-1214
UNIVERSITAS ISLAM SYEKH YUSUF,411,SWASTA,https://rencanamu.id/cari-kampus/universitas-islam-syekh-yusuf,4229.0,4229.0,Tel: +6221 552 7063,"Universitas Islam Syekh-Yusuf  Tangerang merupakan universitas pertama di kawasan Banten, usianya sendiri sudah lebih dari setengah abad lho Quipperian. Sekarang ini UNIS Tangerang makin mengokohkan perannya sebagai salah satu perguruan tinggi bergengsi di kawasan aliran sungai Cisadane itu. Bagi Quipperian yang sulit mencari waktu kuliah, UNIS Tangerang membagi waktu belajarnya menjadi dua sesi yaitu Kelas Pagi dan Kelas Sore yang dimulai pada pukul 4 – 9 malam.",7500000.0,7500000.0,60000000.0,15000000.0,15000000.0,60000000.0,-,BANTEN,B,quipper-367,-,rencanamu-159,-
UNIVERSITAS PEMBANGUNAN JAYA,412,SWASTA,-,-1.0,-1.0,"{""website"": ""www.upj.ac.id"", ""email"": ""info@upj.ac.id"", ""phone"": ""021 - 7455555 / 021 - 69861545""}",-,7480000.0,1000000.0,13960000.0,14960000.0,2000000.0,27920000.0,"Jl. Cendrawasih Raya Blok B7/P   Bintaro Jaya Sawah Baru Ciputat, KOTA TANGERANG SELATAN",BANTEN,BAIK SEKALI,-,pddikti-1048,-,banpt-1691
SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,413,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikes-hi.ac.id"", ""email"": ""surat@stikes-hi.ac.id"", ""phone"": ""7552270 / 7552710""}",-,7475000.0,2950000.0,12000000.0,14950000.0,5900000.0,24000000.0,"Jalan Tarmizi Kadir No 71 Kel. Pakuan Baru Kec. Jambi Selatan Thehok Jambi, KOTA JAMBI",JAMBI,BAIK SEKALI,-,pddikti-2049,-,banpt-2495
UNIVERSITAS DARWAN ALI,414,SWASTA,-,-1.0,-1.0,"{""website"": ""https://unda.ac.id/"", ""email"": ""info@unda.ac.id"", ""phone"": "": 0531 - 33336 / : 0531 - 33334""}",-,7447500.0,675000.0,14220000.0,14895000.0,1350000.0,28440000.0,"Sampit, KABUPATEN KOTAWARINGIN TIMUR",KALIMANTAN TENGAH,BAIK,-,pddikti-628,-,banpt-3749
STIKES RAFLESIA,415,SWASTA,-,-1.0,-1.0,"{""website"": ""kampus.stikesraflesia.ac.id"", ""email"": ""stikesraflesiadepok@gmail.com"", ""phone"": ""021-8712294 / 021-87709480""}",-,13935000.0,13000000.0,14870000.0,27870000.0,26000000.0,29740000.0,"Jl. Mahkota Raya No. 32 B Komplek Pondok Duta 1, KOTA DEPOK",JAWA BARAT,BAIK,-,pddikti-357,-,banpt-944
UNIVERSITAS KATOLIK DARMA CENDIKA,416,SWASTA,https://campus.quipper.com/directory/universitas-katolik-darma-cendika,912.0,63.0,"{""website"": ""www.ukdc.ac.id"", ""email"": ""info@ukdc.ac.id"", ""phone"": ""031-5946482 / 031-5939625""}","Universitas Katolik Darma Cendika  merupakan perguruan tinggi swasta katolik yang didirikan oleh Yayasan Darma Cendika pada tahun 1986. Pendirian universitas ini bertujuan untuk memberikan pendidikan yang terjangkau bagi masyarakat kurang mampu. UKDC memiliki komitmen untuk menjalankan visi dan misi menjadi universitas yang unggul dengan menyelenggarakan pendidikan characterpreneurship di Indonesia. Langkah tersebut dilakukan UKDC sebagai upaya dalam memberikan kontribusi bagi dunia usaha dan industri di Indonesia dengan menghasilkan lulusan yang memiliki jiwa wirausaha dan memiliki 3 core value: jujur, tanggung jawab, dan peduli.",7387500.0,4800000.0,14175000.0,14775000.0,9600000.0,28350000.0,"Jl. DR. Ir. H. Soekarno No. 201 Surabaya 60117, KOTA SURABAYA",JAWA TIMUR,B,quipper-24,pddikti-1595,rencanamu-164,banpt-492
SEKOLAH TINGGI ILMU EKONOMI JAMBATAN BULAN,417,SWASTA,-,-1.0,-1.0,"{""website"": """", ""email"": ""stie.jb@hotmail.com"", ""phone"": ""0811493835""}",-,7315000.0,2350000.0,12280000.0,14630000.0,4700000.0,24560000.0,"Jl. Hasanuddin  Nawaripi, KABUPATEN MIMIKA",PAPUA,BAIK,-,pddikti-1488,-,banpt-972
INSTITUT TEKNOLOGI ADHI TAMA SURABAYA,418,SWASTA,https://campus.quipper.com/directory/institut-teknologi-adhi-tama-surabaya,7493.0,165.0,"{""website"": ""www.itats.ac.id"", ""email"": ""itats@itats.ac.id"", ""phone"": ""08123098651""}","Institut Teknologi Adhi Tama Surabaya  merupakan perguruan tinggi teknik terlengkap dan berkualitas di Jawa Timur. Saat pertama berdiri di tahun 1963,  perguruan tinggi ini dikenal dengan nama Akademik Teknik Surabaya  yang kemudian pada tahun 1984 berganti menjadi Institut Teknologi Adhi Tama Surabaya .",7300000.0,7300000.0,7600000.0,14600000.0,14600000.0,14600000.0,"Jl Arief Rachman Hakim 100, KOTA SURABAYA",JAWA TIMUR,BAIK SEKALI,quipper-584,pddikti-2626,rencanamu-27,banpt-4020
SEKOLAH TINGGI ILMU EKONOMI PARIWISATA INDONESIA,419,SWASTA,-,-1.0,-1.0,"{""website"": ""stiepari.ac.id"", ""email"": ""stiepari@stiepari.ac.id"", ""phone"": ""024-8317391 / 024-8317501""}",-,7250000.0,250000.0,14250000.0,14500000.0,500000.0,28500000.0,"Bendan Ngisor, KOTA SEMARANG",JAWA TENGAH,B,-,pddikti-1671,-,banpt-2749
UNIVERSITAS IMELDA MEDAN,420,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uimedan.ac.id"", ""email"": ""info@uimedan.ac.id"", ""phone"": ""0616645670 / 0616618457""}",-,7250000.0,2000000.0,12500000.0,14500000.0,4000000.0,25000000.0,"Jl. Bilal Ujung No.24 52  Pulo Brayan Darat I  Kec. Medan Tim.  Kota Medan  Sumatera Utara, KOTA MEDAN",SUMATERA UTARA,BAIK SEKALI,-,pddikti-690,-,banpt-865
STIKES PANAKKUKANG,421,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikespanakkukang.ac.id"", ""email"": ""stikespnk@yahoo.co.id"", ""phone"": ""0411-444133 / 0411-430614""}",-,7250000.0,2000000.0,12500000.0,14500000.0,4000000.0,25000000.0,"Jalan Adhiyaksa No 5, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-2461,-,banpt-3294
INSTITUT BISNIS NUSANTARA,422,SWASTA,https://campus.quipper.com/directory/institut-bisnis-nusantara,2084.0,87.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""021-856-4932 / 021-856-4937""}","Institut Bisnis Nusantara  merupakan kampus bisnis yang berada di bawah naungan Yayasan Dasuki Angkosubroto. Saat ini, IBN menyelenggarakan Program S1 Reguler, kelas Karyawan, kelas Blended Learning S1 dan S2 Magister Manajemen Blended Learning. Selain itu, kampus ini juga menyelenggarakan program Internasional, yang dikenal dengan nama GS FAME. Nggak main-main, program ini telah menjalin kerjasama dengan beberapa perguruan tinggi di luar negeri, antara lain University of Canberra, Atteneo de Manila University, Philippine School of Business Administration , University of The Philippines Baguio City, Guangxi Normal University of China, dan Myongji University Korea.",7236250.0,6990000.0,39240000.0,14472500.0,13980000.0,39240000.0,"Jalan DI Panjaitan no 24, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,BAIK,quipper-635,pddikti-1161,rencanamu-17,banpt-1918
